kb_id	mention_id	root_uid
80000008	EMIC0015PAS.001003	IC0015PAS
NILE06145	EMIC0015PAS.001037	IC0015PAS
80000008	EMIC0015PAS.001050	IC0015PAS
80000326	EMIC0015PAS.001063	IC0015PAS
NILE06146	EMIC0015PAS.001097	IC0015PAS
NILE06147	EMIC0015PAS.001110	IC0015PAS
80000008	EMIC0015PAS.001123	IC0015PAS
80000127	EMIC0015PCK.000024	IC0015PCK
698740|80000036	EMIC0015PCK.000037	IC0015PCK
80000127	EMIC0015PCK.000071	IC0015PCK
80000305	EMIC0015PCK.000084	IC0015PCK
NILE04788	EMIC0015PCK.000152	IC0015PCK
698740|80000036	EMIC0015PCK.000434	IC0015PCK
80000006	EMIC0015PCK.000327	IC0015PCK
80000003	EMIC0015PCK.000447	IC0015PCK
80000305	EMIC0015PCK.000408	IC0015PCK
80000303	EMIC0015PCK.000421	IC0015PCK
80000008	EMIC0015PCZ.000024	IC0015PCZ
NILE04615	EMIC0015PCZ.000037	IC0015PCZ
NILE06157	EMIC0015PCZ.000452	IC0015PCZ
NILE06161	EMIC0015PCZ.000674	IC0015PCZ
NILE06162	EMIC0015PCZ.000687	IC0015PCZ
80000319	EMIC0015PCZ.000700	IC0015PCZ
80000072	EMIC0015PCZ.000071	IC0015PCZ
NILE06149	EMIC0015PCZ.000084	IC0015PCZ
80000008	EMIC0015PCZ.000097	IC0015PCZ
NILE06151	EMIC0015PCZ.000178	IC0015PCZ
80000008	EMIC0015PCZ.000191	IC0015PCZ
NILE04563	EMIC0015PCZ.000225	IC0015PCZ
80000008	EMIC0015PCZ.000238	IC0015PCZ
NILE04563	EMIC0015PCZ.000319	IC0015PCZ
NILE06154	EMIC0015PCZ.000332	IC0015PCZ
80000008	EMIC0015PCZ.000345	IC0015PCZ
NILE06155	EMIC0015PCZ.000379	IC0015PCZ
80000008	EMIC0015PCZ.000392	IC0015PCZ
80000008	EMIC0015PCZ.000486	IC0015PCZ
80000008	EMIC0015PCZ.000520	IC0015PCZ
NILE06158	EMIC0015PCZ.000601	IC0015PCZ
698740|80000036	EMIC0015PCZ.000614	IC0015PCZ
80000306	EMIC0015PE7.000071	IC0015PE7
NILE06163	EMIC0015PE7.000084	IC0015PE7
80000008	EMIC0015PE7.000097	IC0015PE7
80000306	EMIC0015PE7.000131	IC0015PE7
NILE06164	EMIC0015PE7.000144	IC0015PE7
80000008	EMIC0015PE7.000157	IC0015PE7
NILE06165	EMIC0015PE7.000191	IC0015PE7
NILE04564	EMIC0015PE7.000204	IC0015PE7
698740|80000036	EMIC0015PE7.000217	IC0015PE7
NILE06166	EMIC0015PE7.000251	IC0015PE7
698740|80000036	EMIC0015PE7.000264	IC0015PE7
80000083	EMIC0015PFH.000024	IC0015PFH
NILE04565	EMIC0015PFH.000037	IC0015PFH
80000073	EMIC0015PFH.000165	IC0015PFH
NILE04566	EMIC0015PFH.000178	IC0015PFH
NILE06168	EMIC0015PFH.000293	IC0015PFH
80000008	EMIC0015PFH.000306	IC0015PFH
80000319	EMIC0015PFH.000319	IC0015PFH
NILE04566	EMIC0015PFH.000353	IC0015PFH
NILE04566	EMIC0015PFH.001494	IC0015PFH
NILE04566	EMIC0015PFH.001500	IC0015PFH
NILE04566	EMIC0015PFH.001506	IC0015PFH
NILE04566	EMIC0015PFH.001512	IC0015PFH
80000008	EMIC0015PFH.000366	IC0015PFH
NILE04566	EMIC0015PFH.000400	IC0015PFH
NILE06169	EMIC0015PFH.000413	IC0015PFH
NILE04567	EMIC0015PFH.000426	IC0015PFH
NILE04567	EMIC0015PFH.000460	IC0015PFH
NILE04566	EMIC0015PFH.000473	IC0015PFH
NILE04565	EMIC0015PFH.000810	IC0015PFH
690791|80000032	EMIC0015PFH.000823	IC0015PFH
2017370|80000055	EMIC0015PFH.000836	IC0015PFH
NILE06174	EMIC0015PFH.000870	IC0015PFH
NILE04566	EMIC0015PFH.000883	IC0015PFH
NILE06175	EMIC0015PFH.000917	IC0015PFH
698740|80000036	EMIC0015PFH.000930	IC0015PFH
80000008	EMIC0015PFH.001011	IC0015PFH
80000008	EMIC0015PFH.001045	IC0015PFH
80000082	EMIC0015PFH.001126	IC0015PFH
NILE04565	EMIC0015PFH.001139	IC0015PFH
698740|80000036	EMIC0015PFH.001152	IC0015PFH
80000083	EMIC0015PFH.001186	IC0015PFH
NILE06176	EMIC0015PFH.001199	IC0015PFH
80000008	EMIC0015PFH.001212	IC0015PFH
80000302	EMIC0015PFH.001280	IC0015PFH
80000130	EMIC0015PFH.001293	IC0015PFH
80000008	EMIC0015PFH.001539	IC0015PFH
80000008	EMIC0015PFH.001599	IC0015PFH
80000080	EMIC0015PG0.000024	IC0015PG0
NILE06181	EMIC0015PG0.000037	IC0015PG0
698740|80000036	EMIC0015PG0.000050	IC0015PG0
80000006	EMIC0015PG0.000097	IC0015PG0
NILE04568	EMIC0015PG0.000131	IC0015PG0
80000006	EMIC0015PG0.000144	IC0015PG0
80000008	EMIC0015PG0.000225	IC0015PG0
698740|80000036	EMIC0015PG0.000238	IC0015PG0
NILE04569	EMIC0015PG0.000272	IC0015PG0
80000073	EMIC0015PG0.000285	IC0015PG0
698740|80000036	EMIC0015PG0.000298	IC0015PG0
NILE06182	EMIC0015PG0.000332	IC0015PG0
698740|80000036	EMIC0015PG0.000345	IC0015PG0
NILE06183	EMIC0015PG0.000379	IC0015PG0
698740|80000036	EMIC0015PG0.000392	IC0015PG0
NILE06184	EMIC0015PG0.000426	IC0015PG0
698740|80000036	EMIC0015PG0.000439	IC0015PG0
698740|80000036	EMIC0015PG0.000473	IC0015PG0
80000006	EMIC0015PG0.000507	IC0015PG0
80000008	EMIC0015PG0.000541	IC0015PG0
698740|80000036	EMIC0015PG0.000554	IC0015PG0
698740|80000036	EMIC0015PG0.000682	IC0015PG0
80000073	EMIC0015PG0.000716	IC0015PG0
NILE04569	EMIC0015PG0.000729	IC0015PG0
698740|80000036	EMIC0015PG0.000742	IC0015PG0
NILE04569	EMIC0015PG0.000776	IC0015PG0
80000073	EMIC0015PG0.000789	IC0015PG0
698740|80000036	EMIC0015PG0.000802	IC0015PG0
NILE04570	EMIC0015PG0.000836	IC0015PG0
698740|80000036	EMIC0015PG0.000849	IC0015PG0
NILE06185	EMIC0015PG0.000883	IC0015PG0
80000130	EMIC0015PG0.000896	IC0015PG0
80000316	EMIC0015PG0.000909	IC0015PG0
80000320	EMIC0015PG0.000922	IC0015PG0
698740|80000036	EMIC0015PG0.000935	IC0015PG0
80000073	EMIC0015PG0.000969	IC0015PG0
698740|80000036	EMIC0015PG0.000982	IC0015PG0
NILE04569	EMIC0015PG0.000995	IC0015PG0
NILE04570	EMIC0015PG0.001366	IC0015PG0
NILE04572	EMIC0015PG0.001379	IC0015PG0
NILE04573	EMIC0015PG0.001460	IC0015PG0
80000130	EMIC0015PG0.001473	IC0015PG0
NILE04572	EMIC0015PG0.001486	IC0015PG0
NILE04570	EMIC0015PG0.001520	IC0015PG0
NILE04568	EMIC0015PG0.001533	IC0015PG0
NILE04572	EMIC0015PG0.001546	IC0015PG0
80000322	EMIC0015PG0.001559	IC0015PG0
NILE04574	EMIC0015PG0.001640	IC0015PG0
NILE06191	EMIC0015PG0.001653	IC0015PG0
698740|80000036	EMIC0015PG0.001666	IC0015PG0
80000130	EMIC0015PG0.001700	IC0015PG0
NILE04573	EMIC0015PG0.001713	IC0015PG0
NILE04574	EMIC0015PG0.001726	IC0015PG0
698740|80000036	EMIC0015PG0.001739	IC0015PG0
NILE04569	EMIC0015PG0.001773	IC0015PG0
NILE04575	EMIC0015PG0.001786	IC0015PG0
NILE04569	EMIC0015PG0.001820	IC0015PG0
NILE04575	EMIC0015PG0.001833	IC0015PG0
NILE04568	EMIC0015PG0.001846	IC0015PG0
NILE04569	EMIC0015PG0.001880	IC0015PG0
NILE06192	EMIC0015PG0.001893	IC0015PG0
698740|80000036	EMIC0015PG0.001906	IC0015PG0
80000130	EMIC0015PG0.002034	IC0015PG0
NILE04569	EMIC0015PG0.002047	IC0015PG0
698740|80000036	EMIC0015PG0.002060	IC0015PG0
80000316	EMIC0015PG0.002073	IC0015PG0
NILE04576	EMIC0015PG0.002107	IC0015PG0
NILE04577	EMIC0015PG0.002120	IC0015PG0
698740|80000036	EMIC0015PG0.002133	IC0015PG0
NILE04568	EMIC0015PG0.002146	IC0015PG0
NILE04576	EMIC0015PG0.002227	IC0015PG0
NILE04577	EMIC0015PG0.002240	IC0015PG0
698740|80000036	EMIC0015PG0.002253	IC0015PG0
80000319	EMIC0015PG0.002287	IC0015PG0
698740|80000036	EMIC0015PG0.002300	IC0015PG0
80000130	EMIC0015PG0.002381	IC0015PG0
NILE06193	EMIC0015PG0.002394	IC0015PG0
80000320	EMIC0015PG0.002407	IC0015PG0
698740|80000036	EMIC0015PG0.002420	IC0015PG0
80000008	EMIC0015PG0.002454	IC0015PG0
698740|80000036	EMIC0015PG0.002467	IC0015PG0
NILE04574	EMIC0015PG0.002548	IC0015PG0
80000008	EMIC0015PG0.002561	IC0015PG0
80000008	EMIC0015PG0.002522	IC0015PG0
698740|80000036	EMIC0015PG0.002535	IC0015PG0
NILE04578	EMIC0015PHX.000024	IC0015PHX
NILE04579	EMIC0015PHX.000037	IC0015PHX
80000319	EMIC0015PHX.000050	IC0015PHX
80000008	EMIC0015PHX.000136	IC0015PHX
NILE04578	EMIC0015PHX.000084	IC0015PHX
NILE04579	EMIC0015PHX.000097	IC0015PHX
NILE06194	EMIC0015PHX.000110	IC0015PHX
80000008	EMIC0015PHX.000123	IC0015PHX
NILE04580	EMIC0015PHX.000170	IC0015PHX
80000008	EMIC0015PHX.000183	IC0015PHX
80000319	EMIC0015PHX.000196	IC0015PHX
NILE04580	EMIC0015PHX.000230	IC0015PHX
NILE06195	EMIC0015PHX.000243	IC0015PHX
80000008	EMIC0015PHX.000256	IC0015PHX
NILE06196	EMIC0015PHX.000269	IC0015PHX
NILE06200	EMIC0015PHX.000486	IC0015PHX
80000008	EMIC0015PHX.000499	IC0015PHX
NILE06201	EMIC0015PHX.000533	IC0015PHX
80000008	EMIC0015PHX.000546	IC0015PHX
NILE06203	EMIC0015PHX.000661	IC0015PHX
80000319	EMIC0015PHX.000674	IC0015PHX
698740|80000036	EMIC0015PHX.000687	IC0015PHX
NILE06204	EMIC0015PHX.000721	IC0015PHX
NILE06205	EMIC0015PHX.000734	IC0015PHX
NILE06206	EMIC0015PHX.000747	IC0015PHX
698740|80000036	EMIC0015PHX.000760	IC0015PHX
80000008	EMIC0015PHX.000794	IC0015PHX
698740|80000036	EMIC0015PHX.000807	IC0015PHX
80000008	EMIC0015PHX.000888	IC0015PHX
698740|80000036	EMIC0015PHX.000901	IC0015PHX
NILE04581	EMIC0015PHX.000982	IC0015PHX
80000008	EMIC0015PHX.000995	IC0015PHX
NILE06207	EMIC0015PHX.001029	IC0015PHX
698740|80000036	EMIC0015PHX.001042	IC0015PHX
80000008	EMIC0015PHX.001238	IC0015PHX
698740|80000036	EMIC0015PHX.001298	IC0015PHX
NILE04581	EMIC0015PHX.001272	IC0015PHX
80000008	EMIC0015PHX.001285	IC0015PHX
NILE04583	EMIC0015PHX.001379	IC0015PHX
698740|80000036	EMIC0015PHX.001392	IC0015PHX
80000003	EMIC0015PHX.001473	IC0015PHX
80000008	EMIC0015PHX.001486	IC0015PHX
698740|80000036	EMIC0015PHX.001499	IC0015PHX
80000073	EMIC0015PHX.001533	IC0015PHX
698740|80000036	EMIC0015PHX.001546	IC0015PHX
80000303	EMIC0015PHX.001580	IC0015PHX
698740|80000036	EMIC0015PHX.001593	IC0015PHX
NILE04584	EMIC0015PHX.001606	IC0015PHX
NILE06211	EMIC0015PHX.001619	IC0015PHX
80000008	EMIC0015PHX.001653	IC0015PHX
698740|80000036	EMIC0015PHX.001666	IC0015PHX
80000008	EMIC0015PHX.001700	IC0015PHX
80000003	EMIC0015PHX.001713	IC0015PHX
698740|80000036	EMIC0015PHX.001726	IC0015PHX
80000003	EMIC0015PHX.001854	IC0015PHX
80000008	EMIC0015PHX.001867	IC0015PHX
698740|80000036	EMIC0015PHX.001880	IC0015PHX
80000130	EMIC0015PIP.000165	IC0015PIP
NILE06216	EMIC0015PIP.000178	IC0015PIP
NILE06221	EMIC0015PIP.000468	IC0015PIP
80000007	EMIC0015PIP.000481	IC0015PIP
80000006	EMIC0015PIP.000494	IC0015PIP
80000073	EMIC0015PIP.000528	IC0015PIP
NILE06222	EMIC0015PIP.000541	IC0015PIP
80000006	EMIC0015PIP.000554	IC0015PIP
80000360	EMIC0015PIP.000588	IC0015PIP
80000303	EMIC0015PIP.000601	IC0015PIP
80000007	EMIC0015PIP.000614	IC0015PIP
80000073	EMIC0015PIP.000648	IC0015PIP
NILE06223	EMIC0015PIP.000661	IC0015PIP
NILE06224	EMIC0015PIP.000708	IC0015PIP
NILE06225	EMIC0015PIP.000721	IC0015PIP
80000008	EMIC0015PIP.000956	IC0015PIP
NILE06231	EMIC0015PIP.001131	IC0015PIP
NILE06232	EMIC0015PIP.001144	IC0015PIP
80000130	EMIC0015PW1.000024	IC0015PW1
80000302	EMIC0015PW1.000037	IC0015PW1
80000008	EMIC0015PW1.000050	IC0015PW1
NILE06235	EMIC0015PW1.000131	IC0015PW1
80000008	EMIC0015PW1.000144	IC0015PW1
80000130	EMIC0015PW1.000178	IC0015PW1
698740|80000036	EMIC0015PW1.000191	IC0015PW1
80000008	EMIC0015PW1.000225	IC0015PW1
80000130	EMIC0015PW1.000285	IC0015PW1
698740|80000036	EMIC0015PW1.000311	IC0015PW1
80000008	EMIC0015PW1.000259	IC0015PW1
80000130	EMIC0015PW1.000272	IC0015PW1
698740|80000036	EMIC0015PW1.000298	IC0015PW1
80000130	EMIC0015PW1.000379	IC0015PW1
698740|80000036	EMIC0015PW1.000392	IC0015PW1
80000008	EMIC0015ZQB.000024	IC0015ZQB
698740|80000036	EMIC0015ZQB.000037	IC0015ZQB
NILE06236	EMIC0015ZQB.000050	IC0015ZQB
80000083	EMIC0015ZQB.000063	IC0015ZQB
NILE06237	EMIC0015ZQB.000097	IC0015ZQB
80000006	EMIC0015ZQB.000110	IC0015ZQB
80000008	EMIC0015ZQB.000123	IC0015ZQB
NILE04588	EMIC0015ZQB.000251	IC0015ZQB
80000008	EMIC0015ZQB.000264	IC0015ZQB
NILE06238	EMIC0015ZQB.000277	IC0015ZQB
NILE06239	EMIC0015ZQB.000311	IC0015ZQB
80000008	EMIC0015ZQB.000324	IC0015ZQB
80000083	EMIC0015ZQB.000337	IC0015ZQB
NILE04588	EMIC0015ZQB.000371	IC0015ZQB
NILE06240	EMIC0015ZQB.000384	IC0015ZQB
698740|80000036	EMIC0015ZQB.000397	IC0015ZQB
80000008	EMIC0015ZQB.000525	IC0015ZQB
NILE06241	EMIC0015ZQB.000538	IC0015ZQB
NILE06242	EMIC0015ZQB.000551	IC0015ZQB
80000319	EMIC0015ZQB.000632	IC0015ZQB
NILE06243	EMIC0015ZQB.000645	IC0015ZQB
80000008	EMIC0015ZQB.000658	IC0015ZQB
698740|80000036	EMIC0015ZQB.000671	IC0015ZQB
80000083	EMIC0015ZQB.000799	IC0015ZQB
NILE06244	EMIC0015ZQB.000812	IC0015ZQB
698740|80000036	EMIC0015ZQB.000825	IC0015ZQB
NILE06245	EMIC0015ZWJ.000024	IC0015ZWJ
698740|80000036	EMIC0015ZWJ.000037	IC0015ZWJ
80000008	EMIC0015ZWJ.000118	IC0015ZWJ
698740|80000036	EMIC0015ZWJ.000152	IC0015ZWJ
NILE04582	EMIC0015ZWJ.000233	IC0015ZWJ
NILE06247	EMIC0015ZWJ.000246	IC0015ZWJ
698740|80000036	EMIC0015ZWJ.000259	IC0015ZWJ
NILE06248	EMIC0015ZWJ.000387	IC0015ZWJ
NILE04599	EMIC0015ZWJ.000400	IC0015ZWJ
698740|80000036	EMIC0015ZWJ.000413	IC0015ZWJ
NILE04589	EMIC0015ZWJ.000494	IC0015ZWJ
NILE04590	EMIC0015ZWJ.000507	IC0015ZWJ
NILE06249	EMIC0015ZWJ.000520	IC0015ZWJ
NILE06250	EMIC0015ZXW.000024	IC0015ZXW
80000130	EMIC0015ZXW.000037	IC0015ZXW
698740|80000036	EMIC0015ZXW.000063	IC0015ZXW
NILE06275	EMIC0015ZXW.003372	IC0015ZXW
NILE04591	EMIC0015ZXW.000097	IC0015ZXW
NILE06251	EMIC0015ZXW.000110	IC0015ZXW
80000318	EMIC0015ZXW.000123	IC0015ZXW
698740|80000036	EMIC0015ZXW.000136	IC0015ZXW
80000130	EMIC0015ZXW.000499	IC0015ZXW
698740|80000036	EMIC0015ZXW.000512	IC0015ZXW
NILE04592	EMIC0015ZXW.000640	IC0015ZXW
80000319	EMIC0015ZXW.000666	IC0015ZXW
80000008	EMIC0015ZXW.000679	IC0015ZXW
NILE04592	EMIC0015ZXW.000713	IC0015ZXW
80000319	EMIC0015ZXW.000739	IC0015ZXW
80000008	EMIC0015ZXW.000752	IC0015ZXW
NILE04592	EMIC0015ZXW.000833	IC0015ZXW
NILE06253	EMIC0015ZXW.000846	IC0015ZXW
80000319	EMIC0015ZXW.000859	IC0015ZXW
80000008	EMIC0015ZXW.000872	IC0015ZXW
80000008	EMIC0015ZXW.000906	IC0015ZXW
NILE06254	EMIC0015ZXW.000919	IC0015ZXW
NILE06255	EMIC0015ZXW.001188	IC0015ZXW
NILE04593	EMIC0015ZXW.001522	IC0015ZXW
NILE06256	EMIC0015ZXW.001535	IC0015ZXW
NILE04594	EMIC0015ZXW.001548	IC0015ZXW
698740|80000036	EMIC0015ZXW.001561	IC0015ZXW
NILE04604	EMIC0015ZXW.003552	IC0015ZXW
NILE04605	EMIC0015ZXW.003565	IC0015ZXW
80000098	EMIC0015ZXW.001950	IC0015ZXW
NILE04595	EMIC0015ZXW.001963	IC0015ZXW
NILE04596	EMIC0015ZXW.001976	IC0015ZXW
NILE04594	EMIC0015ZXW.001989	IC0015ZXW
703448|80000027	EMIC0015ZXW.002002	IC0015ZXW
NILE06260	EMIC0015ZXW.002036	IC0015ZXW
NILE04593	EMIC0015ZXW.002049	IC0015ZXW
NILE04597	EMIC0015ZXW.002062	IC0015ZXW
698740|80000036	EMIC0015ZXW.002075	IC0015ZXW
80000008	EMIC0015ZXW.002156	IC0015ZXW
80000319	EMIC0015ZXW.002169	IC0015ZXW
80000006	EMIC0015ZXW.002182	IC0015ZXW
80000129	EMIC0015ZXW.002216	IC0015ZXW
NILE04224	EMIC0015ZXW.002229	IC0015ZXW
80000006	EMIC0015ZXW.002242	IC0015ZXW
NILE04598	EMIC0015ZXW.002336	IC0015ZXW
NILE04595	EMIC0015ZXW.002349	IC0015ZXW
NILE04597	EMIC0015ZXW.002362	IC0015ZXW
703448|80000027	EMIC0015ZXW.002375	IC0015ZXW
80000317	EMIC0015ZXW.002482	IC0015ZXW
NILE06261	EMIC0015ZXW.002495	IC0015ZXW
80000008	EMIC0015ZXW.002508	IC0015ZXW
NILE06262	EMIC0015ZXW.002542	IC0015ZXW
NILE04599	EMIC0015ZXW.002555	IC0015ZXW
NILE06263	EMIC0015ZXW.002568	IC0015ZXW
698740|80000036	EMIC0015ZXW.002581	IC0015ZXW
NILE06270	EMIC0015ZXW.002944	IC0015ZXW
NILE06271	EMIC0015ZXW.002957	IC0015ZXW
NILE04600	EMIC0015ZXW.002970	IC0015ZXW
698740|80000036	EMIC0015ZXW.002983	IC0015ZXW
NILE04601	EMIC0015ZXW.003158	IC0015ZXW
NILE04599	EMIC0015ZXW.003171	IC0015ZXW
698740|80000036	EMIC0015ZXW.003184	IC0015ZXW
NILE04600	EMIC0015ZXW.003197	IC0015ZXW
80000008	EMIC0015ZXW.003231	IC0015ZXW
80000006	EMIC0015ZXW.003244	IC0015ZXW
NILE06273	EMIC0015ZXW.003299	IC0015ZXW
690791|80000032	EMIC0015ZXW.003312	IC0015ZXW
NILE06274	EMIC0015ZXW.003346	IC0015ZXW
NILE04603	EMIC0015ZXW.003359	IC0015ZXW
NILE04602	EMIC0015ZXW.003406	IC0015ZXW
NILE06276	EMIC0015ZXW.003419	IC0015ZXW
80000130	EMIC0015ZXW.003432	IC0015ZXW
NILE04595	EMIC0015ZXW.003466	IC0015ZXW
NILE06277	EMIC0015ZXW.003479	IC0015ZXW
NILE04603	EMIC0015ZXW.003492	IC0015ZXW
NILE06278	EMIC0015ZXW.003526	IC0015ZXW
NILE04603	EMIC0015ZXW.003539	IC0015ZXW
NILE06279	EMIC0015ZXW.003599	IC0015ZXW
NILE04602	EMIC0015ZXW.003612	IC0015ZXW
80000008	EMIC0015ZXW.003625	IC0015ZXW
NILE06280	EMIC0015ZXW.003659	IC0015ZXW
80000008	EMIC0015ZXW.003672	IC0015ZXW
NILE06281	EMIC0015ZXW.003706	IC0015ZXW
698740|80000036	EMIC0015ZXW.003719	IC0015ZXW
NILE06282	EMIC0015ZXW.003753	IC0015ZXW
698740|80000036	EMIC0015ZXW.003766	IC0015ZXW
NILE04595	EMIC0015ZXW.003800	IC0015ZXW
698740|80000036	EMIC0015ZXW.003813	IC0015ZXW
NILE06283	EMIC0015ZXW.003847	IC0015ZXW
NILE06284	EMIC0015ZXW.003881	IC0015ZXW
698740|80000036	EMIC0015ZXW.003894	IC0015ZXW
NILE06285	EMIC0015ZXW.003928	IC0015ZXW
NILE06286	EMIC0015ZXW.003941	IC0015ZXW
80000317	EMIC0015ZXW.003954	IC0015ZXW
NILE06287	EMIC0015ZXW.003967	IC0015ZXW
80000008	EMIC0015ZXW.003980	IC0015ZXW
698740|80000036	EMIC0015ZYX.000024	IC0015ZYX
80000303	EMIC0015ZYX.000037	IC0015ZYX
80000304	EMIC0015ZYX.000118	IC0015ZYX
698740|80000036	EMIC0015ZYX.000131	IC0015ZYX
80000130	EMIC0015ZYX.000165	IC0015ZYX
698740|80000036	EMIC0015ZYX.000178	IC0015ZYX
80000130	EMIC0015ZYX.000212	IC0015ZYX
NILE06288	EMIC0015ZYX.000225	IC0015ZYX
698740|80000036	EMIC0015ZYX.001214	IC0015ZYX
NILE06289	EMIC0015ZYX.000259	IC0015ZYX
NILE06290	EMIC0015ZYX.000272	IC0015ZYX
80000083	EMIC0015ZYX.000306	IC0015ZYX
NILE06291	EMIC0015ZYX.000319	IC0015ZYX
NILE06292	EMIC0015ZYX.000332	IC0015ZYX
NILE06293	EMIC0015ZYX.000345	IC0015ZYX
NILE06294	EMIC0015ZYX.000379	IC0015ZYX
80000319	EMIC0015ZYX.000392	IC0015ZYX
NILE06295	EMIC0015ZYX.000426	IC0015ZYX
80000008	EMIC0015ZYX.000439	IC0015ZYX
NILE06296	EMIC0015ZYX.000473	IC0015ZYX
698740|80000036	EMIC0015ZYX.000486	IC0015ZYX
NILE04606	EMIC0015ZYX.000614	IC0015ZYX
NILE04607	EMIC0015ZYX.000627	IC0015ZYX
NILE06297	EMIC0015ZYX.000674	IC0015ZYX
NILE04606	EMIC0015ZYX.000687	IC0015ZYX
NILE04607	EMIC0015ZYX.000700	IC0015ZYX
NILE04606	EMIC0015ZYX.000734	IC0015ZYX
NILE06298	EMIC0015ZYX.000747	IC0015ZYX
NILE06299	EMIC0015ZYX.000760	IC0015ZYX
NILE04607	EMIC0015ZYX.000773	IC0015ZYX
NILE04606	EMIC0015ZYX.000807	IC0015ZYX
80000008	EMIC0015ZYX.000820	IC0015ZYX
698740|80000036	EMIC0015ZYX.000833	IC0015ZYX
NILE06300	EMIC0015ZYX.000867	IC0015ZYX
NILE06301	EMIC0015ZYX.000914	IC0015ZYX
NILE04608	EMIC0015ZYX.000927	IC0015ZYX
698740|80000036	EMIC0015ZYX.000940	IC0015ZYX
NILE04608	EMIC0015ZYX.000974	IC0015ZYX
NILE06302	EMIC0015ZYX.000987	IC0015ZYX
80000008	EMIC0015ZYX.001000	IC0015ZYX
NILE06303	EMIC0015ZYX.001034	IC0015ZYX
NILE06304	EMIC0015ZYX.001047	IC0015ZYX
80000008	EMIC0015ZYX.001060	IC0015ZYX
NILE04609	EMIC001608E.000045	IC001608E
NILE04609	EMIC001608E.001210	IC001608E
80000008	EMIC001608E.000058	IC001608E
80000008	EMIC001608E.001204	IC001608E
NILE06305	EMIC001608E.000071	IC001608E
80000008	EMIC001608E.000105	IC001608E
80000319	EMIC001608E.000118	IC001608E
NILE06306	EMIC001608E.000152	IC001608E
NILE06307	EMIC001608E.000165	IC001608E
80000008	EMIC001608E.001216	IC001608E
NILE04610	EMIC001608E.000212	IC001608E
NILE06308	EMIC001608E.000225	IC001608E
NILE06309	EMIC001608E.000259	IC001608E
NILE06310	EMIC001608E.000272	IC001608E
NILE06311	EMIC001608E.000285	IC001608E
80000319	EMIC001608E.000319	IC001608E
80000008	EMIC001608E.000332	IC001608E
NILE06312	EMIC001608E.000366	IC001608E
NILE04610	EMIC001608E.000379	IC001608E
80000008	EMIC001608E.000392	IC001608E
NILE06313	EMIC001608E.000426	IC001608E
NILE06314	EMIC001608E.000439	IC001608E
NILE04609	EMIC001608E.000473	IC001608E
NILE06315	EMIC001608E.000486	IC001608E
NILE06316	EMIC001608E.000567	IC001608E
80000008	EMIC001608E.000593	IC001608E
80000003	EMIC001608E.000849	IC001608E
80000006	EMIC001608E.000862	IC001608E
80000006	EMIC001608E.001229	IC001608E
80000319	EMIC001608E.000943	IC001608E
80000008	EMIC001608E.000956	IC001608E
NILE04610	EMIC001608E.001131	IC001608E
80000008	EMIC001608E.001144	IC001608E
80000008	EMIC00160Q7.000024	IC00160Q7
80000006	EMIC00160Q7.000037	IC00160Q7
80000319	EMIC00160Q7.000050	IC00160Q7
NILE06319	EMIC00160Q7.000084	IC00160Q7
698740|80000036	EMIC00160Q7.000097	IC00160Q7
80000008	EMIC00160Q7.000110	IC00160Q7
NILE06320	EMIC00160Q7.000144	IC00160Q7
80000319	EMIC00160Q7.000157	IC00160Q7
698740|80000036	EMIC00160Q7.000170	IC00160Q7
80000134	EMIC00160Q7.000204	IC00160Q7
80000008	EMIC00160Q7.000217	IC00160Q7
NILE06321	EMIC00160Q7.000251	IC00160Q7
80000319	EMIC00160Q7.000264	IC00160Q7
NILE06322	EMIC00160Q7.000400	IC00160Q7
80000005	EMIC00160Q7.000413	IC00160Q7
NILE04611	EMIC00160Q7.000802	IC00160Q7
80000130	EMIC00160Q7.000815	IC00160Q7
NILE06323	EMIC00160Q7.000828	IC00160Q7
NILE06324	EMIC00160Q7.000841	IC00160Q7
80000319	EMIC00160Q7.000935	IC00160Q7
NILE04611	EMIC00160Q7.000948	IC00160Q7
80000008	EMIC00160Q7.000961	IC00160Q7
NILE06325	EMIC00160Q7.000974	IC00160Q7
NILE04611	EMIC00160Q7.001008	IC00160Q7
NILE06326	EMIC00160Q7.001021	IC00160Q7
80000008	EMIC00160QJ.000024	IC00160QJ
698740|80000036	EMIC00160QJ.000037	IC00160QJ
NILE04612	EMIC00160QJ.000118	IC00160QJ
80000130	EMIC00160QJ.000131	IC00160QJ
698740|80000036	EMIC00160QJ.001405	IC00160QJ
NILE06327	EMIC00160QJ.000306	IC00160QJ
NILE04613	EMIC00160QJ.000635	IC00160QJ
80000130	EMIC00160QJ.000648	IC00160QJ
80000130	EMIC00160QJ.000682	IC00160QJ
80000008	EMIC00160QJ.000695	IC00160QJ
NILE06328	EMIC00160QJ.000729	IC00160QJ
NILE06329	EMIC00160QJ.000742	IC00160QJ
NILE06330	EMIC00160QJ.000823	IC00160QJ
NILE06331	EMIC00160QJ.000836	IC00160QJ
698740|80000036	EMIC00160QJ.000849	IC00160QJ
NILE06335	EMIC00160QJ.000977	IC00160QJ
NILE06336	EMIC00160QJ.000990	IC00160QJ
698740|80000036	EMIC00160QJ.001003	IC00160QJ
NILE06337	EMIC00160QJ.001037	IC00160QJ
