origin	entity_type	entityid	name	asciiname	latitude	longitude	feature_class	feature_class_name	feature_code	feature_code_name	feature_code_description	country_code	country_code_name	cc2	admin1_code	admin1_code_name	admin2_code	admin2_code_name	admin3_code	admin4_code	population	elevation	dem	timezone	modification_date	per_gpe_loc_of_association	per_title_or_position	per_org_of_association	per_role_in_incident	per_year_of_birth	per_year_of_death	per_gender	per_family_member	note	aim	org_date_established	date_established_note	org_website	org_gpe_loc_of_association	org_members_employees_per	org_parent_org	executive_board_members	jurisdiction	trusteeship_council	national_societies	external_link
AIDA_AUG_PHASE2	WEA	80000504	Blunt objects																																											
AIDA_AUG_PHASE2	PER	80000505	Carlos José Moreno Barón (a.k.a. Carlos José Moreno, Carlos Moreno)																																											
AIDA_AUG_PHASE2	SID	80000506	Chavismo																																											
AIDA_AUG_PHASE2	PER	80000507	Chavistas																																											
AIDA_AUG_PHASE2	COM	80000508	Consumer goods																																											
AIDA_AUG_PHASE2	PER	80000509	Donald Trump																																											
AIDA_AUG_PHASE2	COM	80000510	Food																																											
AIDA_AUG_PHASE2	COM	80000511	Garbage																																											
AIDA_AUG_PHASE2	PER	80000512	Government supporters who fired on protesters																																											
AIDA_AUG_PHASE2	WEA	80000513	Homemade weapon																																											
AIDA_AUG_PHASE2	FAC	80000514	Hugo Rafael Chávez Frías Maternal and Children's Hospital (a.k.a. maternity hospital, maternity ward)																																											
AIDA_AUG_PHASE2	PER	80000515	Hungry Venezuelans																																											
AIDA_AUG_PHASE2	COM	80000516	Imported goods																																											
AIDA_AUG_PHASE2	PER	80000517	Iván Alexis Pernía Dávila (a.k.a. Iván Aleisis Pernía Dávila, Ivan Alexis Pernia Perez, Alexis Pernia Dávila, Ivan Pernia, Pernia Dávila)																																											
AIDA_AUG_PHASE2	WEA	80000518	Marble																																											
AIDA_AUG_PHASE2	COM	80000519	Medical supplies																																											
AIDA_AUG_PHASE2	COM	80000520	Medicine																																											
AIDA_AUG_PHASE2	SID	80000521	Middle class																																											
AIDA_AUG_PHASE2	PER	80000522	Middle class Venezuelans																																											
AIDA_AUG_PHASE2	PER	80000523	Miguel Fernando Castillo Bracho (a.k.a. Miguel Castillo Bracho)																																											
AIDA_AUG_PHASE2	PER	80000524	National Guardsman																																											
AIDA_AUG_PHASE2	PER	80000525	Néstor Reverol (a.k.a. Néstor Luis Reverol Torres)																																											
AIDA_AUG_PHASE2	ORG	80000526	Opposition businesses																																											
AIDA_AUG_PHASE2	ORG	80000527	Organization of American States																																											
AIDA_AUG_PHASE2	PER	80000528	Paola Ramírez																																											
AIDA_AUG_PHASE2	PER	80000529	People arrested during protesters																																											
AIDA_AUG_PHASE2	PER	80000530	People injured during protests																																											
AIDA_AUG_PHASE2	PER	80000531	People killed during protests																																											
AIDA_AUG_PHASE2	FAC	80000532	Plaza San Carlos (a.k.a. Plaza las palomas)																																											
AIDA_AUG_PHASE2	PER	80000533	Poor Venezuelans																																											
AIDA_AUG_PHASE2	ORG	80000534	Pro-government armed militia																																											
AIDA_AUG_PHASE2	PER	80000535	Pro-opposition actors in the economic sector																																											
AIDA_AUG_PHASE2	SID	80000536	Pro-Venezuelan government																																											
AIDA_AUG_PHASE2	PER	80000537	Protesters																																											
AIDA_AUG_PHASE2	PER	80000538	Rich Venezuelans																																											
AIDA_AUG_PHASE2	PER	80000539	Right-wing terrorists																																											
AIDA_AUG_PHASE2	WEA	80000540	Sharp objects																																											
AIDA_AUG_PHASE2	PER	80000541	Shooter on a roof																																											
AIDA_AUG_PHASE2	WEA	80000542	Smoke grenade																																											
AIDA_AUG_PHASE2	WEA	80000543	Stones																																											
AIDA_AUG_PHASE2	FAC	80000544	Stores owned by opposition supporters																																											
AIDA_AUG_PHASE2	WEA	80000545	Tear gas																																											
AIDA_AUG_PHASE2	WEA	80000546	Tear gas canister																																											
AIDA_AUG_PHASE2	WEA	80000547	Biological weapon																																											
AIDA_AUG_PHASE2	WEA	80000548	Carcinogenic substance																																											
AIDA_AUG_PHASE2	MHI	80000549	Colon cancer, bowel cancer																																											
AIDA_AUG_PHASE2	PER	80000550	Cuban doctors																																											
AIDA_AUG_PHASE2	ORG	80000551	Cuban Revolutionary Armed Forces																																											
AIDA_AUG_PHASE2	FAC	80000552	Dr. Carlos Arvelo Military Hospital (a.k.a. military hospital)																																											
AIDA_AUG_PHASE2	ORG	80000553	Drug Enforcement Administration (a.k.a. DEA)																																											
AIDA_AUG_PHASE2	PER	80000554	Fidel Castro (a.k.a. Fidel Alejandro Castro Ruz)																																											
AIDA_AUG_PHASE2	WEA	80000555	Genetic weapon																																											
AIDA_AUG_PHASE2	PER	80000556	Government of Cuba																																											
AIDA_AUG_PHASE2	MHI	80000557	Heart attack																																											
AIDA_AUG_PHASE2	PER	80000558	Hugo Chávez																																											
AIDA_AUG_PHASE2	PER	80000559	Leamsy Salazar (a.k.a. Leamsy Villafaña José Salazar)																																											
AIDA_AUG_PHASE2	MHI	80000560	Lung cancer																																											
AIDA_AUG_PHASE2	MHI	80000561	Lung complications from smoking (not lung infection)																																											
AIDA_AUG_PHASE2	MHI	80000562	Lung infection (not pneumonia)																																											
AIDA_AUG_PHASE2	PER	80000563	María Gabriela Chávez																																											
AIDA_AUG_PHASE2	FAC	80000564	Miraflores Palace																																											
AIDA_AUG_PHASE2	PER	80000565	Naomi Campbell																																											
AIDA_AUG_PHASE2	MHI	80000566	Pain in pelvis																																											
AIDA_AUG_PHASE2	MHI	80000567	Pelvic abscess																																											
AIDA_AUG_PHASE2	MHI	80000568	Pneumonia																																											
AIDA_AUG_PHASE2	MHI	80000569	Prostate cancer																																											
AIDA_AUG_PHASE2	MHI	80000570	Respiratory complications, infection, or failure																																											
AIDA_AUG_PHASE2	PER	80000571	Rosa Virginia Chávez Colmenares																																											
AIDA_AUG_PHASE2	MHI	80000572	Sarcoma																																											
AIDA_AUG_PHASE2	PER	80000573	Sean Penn																																											
AIDA_AUG_PHASE2	PER	80000574	Simón Bolívar																																											
AIDA_AUG_PHASE2	MHI	80000575	Stomach cancer																																											
AIDA_AUG_PHASE2	MHI	80000576	Tumor																																											
AIDA_AUG_PHASE2	MHI	80000577	Unconsciousness, brain death, or coma																																											
AIDA_AUG_PHASE2	COM	80000578	"350 Libertad" banner																																											
AIDA_AUG_PHASE2	PER	80000579	Álvaro Uribe Vélez (a.k.a. Álvaro Uribe)																																											
AIDA_AUG_PHASE2	PER	80000580	Andrés Pastrana Arango (a.k.a. Andrés Pastrana)																																											
AIDA_AUG_PHASE2	WEA	80000581	Blank firearm cartridges																																											
AIDA_AUG_PHASE2	PER	80000582	Coalition of military members, police officers, and civilians																																											
AIDA_AUG_PHASE2	ORG	80000583	Cuerpo de Investigaciones Científicas, Penales y Criminalísticas (a.k.a. CICPC)																																											
AIDA_AUG_PHASE2	FAC	80000584	Federal Legislative Palace (a.k.a. Capitolio, National Assembly)																																											
AIDA_AUG_PHASE2	COM	80000585	Grenade fragments																																											
AIDA_AUG_PHASE2	WEA	80000586	Grenade(s)																																											
AIDA_AUG_PHASE2	PER	80000587	Group financed by the Opposition																																											
AIDA_AUG_PHASE2	FAC	80000588	Interior Ministry building																																											
AIDA_AUG_PHASE2	WEA	80000589	Israeli-made grenades																																											
AIDA_AUG_PHASE2	WEA	80000590	Live rounds																																											
AIDA_AUG_PHASE2	PER	80000591	Luisa Marvelia Ortega Díaz (a.k.a. Luisa Ortega Díaz)																																											
AIDA_AUG_PHASE2	PER	80000592	Miguel Eduardo Rodríguez Torres (a.k.a. Miguel Rodríguez Torres)																																											
AIDA_AUG_PHASE2	ORG	80000593	Ministry of the Popular Power for Interior, Justice and Peace (a.k.a. Ministry of Interior and Justice, Ministry of Justice, Interior Ministry)																																											
AIDA_AUG_PHASE2	ORG	80000594	National Equilibrium Movement (a.k.a. MEN)																																											
AIDA_AUG_PHASE2	PER	80000595	National Guardsmen protecting the Supreme Tribunal building																																											
AIDA_AUG_PHASE2	PER	80000596	Óscar Alberto Pérez (a.k.a. Óscar Pérez)																																											
AIDA_AUG_PHASE2	PER	80000597	People celebrating National Journalists Day at the Interior and Justice Ministry building																																											
AIDA_AUG_PHASE2	VEH	80000598	Police helicopter																																											
AIDA_AUG_PHASE2	WEA	80000599	Stun grenade(s)																																											
AIDA_AUG_PHASE2	ORG	80000600	Supreme Tribunal of Justice (a.k.a. TSJ, Supreme Court, Supreme Tribunal)																																											
AIDA_AUG_PHASE2	FAC	80000601	Supreme Tribunal of Justice building (a.k.a. Supreme Court)																																											
AIDA_AUG_PHASE2	PER	80000602	Tarek William Saab																																											
AIDA_AUG_PHASE2	ORG	80000603	U.S. Embassy in Venezuela																																											
AIDA_AUG_PHASE2	SID	80000604	Venezuelan right																																											
