root_uid	argmention_id	child_uid	textoffset_startchar	textoffset_endchar	text_string	mediamention_signaltype	mediamention_starttime	mediamention_endtime	keyframe_id	mediamention_coordinates	description	type	subtype	subsubtype	arg_status	level
IC001612D	EMIC001612D.000371	HC000T67X	1787	1804	Александра Бордюга	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	nam
IC001612D	EMIC001612D.000384	HC000T67X	1787	1804	Александра Бордюга	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	nam
IC001612D	EMIC001612D.000397	HC000T67X	1706	1720	Мелитопольского	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC001612D	EMIC001612D.000478	HC000T67X	1954	1967	Михаил Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	nam
IC001612D	EMIC001612D.000491	HC000T67X	1954	1967	Михаил Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	nam
IC001612D	EMIC001612D.000504	HC000T67X	1987	2000	своей квартиры	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	apartmentbuilding	base	nom
IC001612D	EMIC001612D.000517	HC000T67X	2004	2008	Киеве	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC001612D	EMIC001612D.000551	HC000T67X	1954	1967	Михаил Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	nam
IC001612D	EMIC001612D.000564	HC000T67X	1954	1967	Михаил Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	nam
IC001612D	EMIC001612D.000577	HC000T67X	1987	2000	своей квартиры	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	apartmentbuilding	base	nom
IC001612D	EMIC001612D.000590	HC000T67X	2004	2008	Киеве	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC001612D	EMIC001612D.000718	HC000T67X	2172	2188	Станислав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	nam
IC001612D	EMIC001612D.000731	HC000T67X	2172	2188	Станислав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	nam
IC001612D	EMIC001612D.000744	HC000T67X	2077	2091	городе Украинка	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC001612D	EMIC001612D.000856	HC000T67X	2066	2073	квартире	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	apartmentbuilding	base	nom
IC001612D	EMIC001612D.000791	HC000T67X	2172	2188	Станислав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	nam
IC001612D	EMIC001612D.000804	HC000T67X	2172	2188	Станислав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	nam
IC001612D	EMIC001612D.000817	HC000T67X	2066	2073	квартире	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	apartmentbuilding	base	nom
IC001612D	EMIC001612D.000830	HC000T67X	2077	2091	городе Украинка	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC001612D	EMIC001612D.000937	HC000T67X	2278	2297	Александр Пеклушенко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	nam
IC001612D	EMIC001612D.000950	HC000T67X	2278	2297	Александр Пеклушенко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	nam
IC001612D	EMIC001612D.000963	HC000T67X	2214	2222	Запорожье	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC001612D	EMIC001612D.000997	HC000T67X	2278	2297	Александр Пеклушенко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	nam
IC001612D	EMIC001612D.001010	HC000T67X	2278	2297	Александр Пеклушенко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	nam
IC001612D	EMIC001612D.001023	HC000T67X	2214	2222	Запорожье	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC0015ZAG	EMIC0015ZAG.000024	HC000T6AD	227	238	Олесь Бузина	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	professionalposition	journalist	base	nam
IC0015ZAG	EMIC0015ZAG.000037	HC000T6AD	118	122	Киеве	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC0015ZAG	EMIC0015ZAG.000165	HC000T6AD	250	264	Олег Калашников	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC0015ZAG	EMIC0015ZAG.000178	HC000T6AD	118	122	Киеве	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC0015ZAG	EMIC0015ZAG.001032	HC000SQ0Z	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	0,0,600,400	Oles Buzina	per	professionalposition	journalist	base	EMPTY_NA
IC0015ZAG	EMIC0015ZAG.001045	HC000SQ0Z	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	0,0,600,400	Kiev	gpe	urbanarea	city	base	EMPTY_NA
IC0015ZAG	EMIC0015ZAG.001079	HC000SQ0Z	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	0,0,600,400	Oles Buzina	per	professionalposition	journalist	base	EMPTY_NA
IC0015ZAG	EMIC0015ZAG.001092	HC000SQ0Z	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	0,0,600,400	Kiev	gpe	urbanarea	city	base	EMPTY_NA
IC0015P1E	EMIC0015P1E.000024	HC000Q7LM	47	61	Олег Калашников	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	nam
IC0015P1E	EMIC0015P1E.000037	HC000Q7LM	3	7	Киеве	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC0015P1E	EMIC0015P1E.000071	HC000Q7LM	47	61	Олег Калашников	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nom
IC0015P1E	EMIC0015P1E.000306	HC000Q7LM	84	165	политик, призывавший широко отмечать 70-летие победы в Великой Отечественной войне	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	informative	nom
IC0015P1E	EMIC0015P1E.000312	HC000Q7LM	555	565	Калашникова	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	informative	nam
IC0015P1E	EMIC0015P1E.000318	HC000Q7LM	702	703	он	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	informative	pro
IC0015P1E	EMIC0015P1E.000324	HC000Q7LM	887	899	О. Калашников	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	informative	nam
IC0015P1E	EMIC0015P1E.000330	HC000Q7LM	14	45	экс-депутат от «Партии регионов»	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	informative	nom
IC0015P1E	EMIC0015P1E.000084	HC000Q7LM	207	227	пороге своей квартиры	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	apartmentbuilding	base	nom
IC0015P1E	EMIC0015P1E.000165	HC000Q7LM	642	649	политику	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nom
IC0015P1E	EMIC0015P1E.000336	HC000Q7LM	555	565	Калашникова	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	informative	nam
IC0015P1E	EMIC0015P1E.000178	HC000Q7LM	3	7	Киеве	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC001610X	EMIC001610X.000037	HC000T680	85	100	Алексей Колесник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001610X	EMIC001610X.000050	HC000T680	44	51	Харькове	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC001610X	EMIC001610X.000097	HC000T680	183	198	Алексей Колесник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001610X	EMIC001610X.000110	HC000T680	209	218	своем доме	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	house	base	nom
IC001610X	EMIC001610X.000191	HC000T680	636	642	ГУ МВДУ	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	org	government	lawenforcementagency	base	nam
IC001610X	EMIC001610X.000204	HC000T680	547	565	умышленное убийство	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	crm	violentcrime	unspecified	base	EMPTY_NA
IC001610X	EMIC001610X.000217	HC000T680	44	51	Харькове	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC001610X	EMIC001610X.000324	HC000T680	2235	2251	Николая Сергиенко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	unspecified	unspecified	base	nam
IC001610X	EMIC001610X.000337	HC000T680	2124	2128	Киева	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC00161RN	EMIC00161RN.000165	HC000T671	324	344	Александра Пеклушенко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	governor	base	nam
IC00161RN	EMIC00161RN.000178	HC000T671	225	241	собственного дома	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	house	base	nom
IC00161RN	EMIC00161RN.000353	HC000T671	593	609	Станислав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC00161RN	EMIC00161RN.000366	HC000T671	440	491	поселке Украинка Обуховского района Киевской области	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	village	base	nam
IC00161RN	EMIC00161RN.001048	HC000T671	593	609	Станислав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nom
IC00161RN	EMIC00161RN.000541	HC000T671	593	609	Станислав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC00161RN	EMIC00161RN.000554	HC000T671	440	491	поселке Украинка Обуховского района Киевской области	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	village	base	nam
IC00161RN	EMIC00161RN.000975	HC000T671	593	609	Станислав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC00161RN	EMIC00161RN.000588	HC000T671	696	709	Михаил Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC00161RN	EMIC00161RN.000601	HC000T671	645	658	своей квартиры	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	apartmentbuilding	base	nom
IC00161RN	EMIC00161RN.000962	HC000T671	696	709	Михаил Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC00161RN	EMIC00161RN.000635	HC000T671	696	709	Михаил Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC00161RN	EMIC00161RN.000648	HC000T671	645	658	своей квартиры	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	apartmentbuilding	base	nom
IC00161RN	EMIC00161RN.000949	HC000T671	696	709	Михаил Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC00161RN	EMIC00161RN.000823	HC000T671	1554	1563	Пеклушенко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	governor	base	nam
IC00161RN	EMIC00161RN.000836	HC000T671	1695	1703	титушками	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	combatant	unspecified	base	nam
IC00161RN	EMIC00161RN.000849	HC000T671	1434	1444	запорожский	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nom
IC00161RN	EMIC00161RN.000883	HC000T671	1554	1563	Пеклушенко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	governor	base	nam
IC00161RN	EMIC00161RN.000896	HC000T671	1707	1714	милицией	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	org	government	lawenforcementagency	base	nom
IC00161RN	EMIC00161RN.000909	HC000T671	1434	1444	запорожский	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nom
IC0015Z61	EMIC0015Z61.000024	HC000T6AK	59	77	киллеры из Харькова	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	combatant	unspecified	base	nom
IC0015Z61	EMIC0015Z61.000037	HC000T6AK	28	39	Олеся Бузину	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	professionalposition	journalist	base	nam
IC0015Z61	EMIC0015Z61.000050	HC000T6AK	258	262	Киева	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC0015Z61	EMIC0015Z61.000178	HC000T6AK	1815	1820	Дублон	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	professionalposition	unspecified	base	nam
IC0015Z61	EMIC0015Z61.000191	HC000T6AK	1828	1830	нам	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	combatant	unspecified	base	pro
IC0015Z61	EMIC0015Z61.000319	HC000SPHK	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	0,0,720,409	Oles Buzyna	per	professionalposition	journalist	base	EMPTY_NA
IC0015Z61	EMIC0015Z61.000332	HC000SPHK	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	0,0,720,409	Oles Buzyna shot in Kiev	wea	gun	firearm	base	EMPTY_NA
IC0015Z61	EMIC0015Z61.000345	HC000SPHK	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	0,0,720,409	Oles Buzyna killed in Kiev	gpe	urbanarea	city	base	EMPTY_NA
IC0015ZFR	EMIC0015ZFR.000024	HC000T6A9	251	262	Олесь Бузина	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	professionalposition	journalist	base	nam
IC0015ZFR	EMIC0015ZFR.000037	HC000T6A9	175	197	пистолета без глушителя	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	wea	gun	firearm	base	nom
IC0015ZFR	EMIC0015ZFR.000050	HC000T6A9	69	73	Киева	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	gpe	urbanarea	city	base	nam
IC0015ZFR	EMIC0015ZFR.000622	HC000T6A9	7596	7609	Михаил Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC0015ZFR	EMIC0015ZFR.000669	HC000T6A9	7596	7609	Михаил Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC0015ZFR	EMIC0015ZFR.000703	HC000T6A9	7612	7631	Александр Пеклушенко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	governor	base	nam
IC0015ZFR	EMIC0015ZFR.000737	HC000T6A9	7612	7631	Александр Пеклушенко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	governor	base	nam
IC0015ZFR	EMIC0015ZFR.000771	HC000T6A9	7634	7650	Станислав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC0015ZFR	EMIC0015ZFR.000805	HC000T6A9	7634	7650	Станислав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC0015ZFR	EMIC0015ZFR.000839	HC000T6A9	7653	7666	Сергей Вальтер	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	mayor	base	nam
IC0015ZFR	EMIC0015ZFR.000873	HC000T6A9	7653	7666	Сергей Вальтер	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	mayor	base	nam
IC0015ZFR	EMIC0015ZFR.000907	HC000T6A9	7653	7666	Сергей Вальтер	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	mayor	base	nam
IC0015ZFR	EMIC0015ZFR.000941	HC000T6A9	7634	7650	Станислав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC0015ZFR	EMIC0015ZFR.000975	HC000T6A9	7612	7631	Александр Пеклушенко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	governor	base	nam
IC0015ZFR	EMIC0015ZFR.001009	HC000T6A9	7596	7609	Михаил Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC0015OG0	EMIC0015OG0.000024	HC000Q7LC	1105	1121	Николай Сергиенко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC0015OG0	EMIC0015OG0.000640	IC0015OGK	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	0,0,1200,675	Photo of Mykola Serhiyenko on the far left of the image	per	politician	unspecified	informative	EMPTY_NA
IC0015OG0	EMIC0015OG0.000037	HC000Q7LC	1138	1157	охотничьего карабина	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	wea	gun	firearm	base	nom
IC0015OG0	EMIC0015OG0.000050	HC000Q7LC	1249	1256	квартире	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	apartmentbuilding	base	nom
IC0015OG0	EMIC0015OG0.000528	HC000Q7LC	984	1000	Николай Сергиенко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC0015OG0	EMIC0015OG0.000131	HC000Q7LC	1603	1618	Алексей Колесник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC0015OG0	EMIC0015OG0.000144	HC000Q7LC	1588	1591	доме	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	house	base	nom
IC0015OG0	EMIC0015OG0.000614	HC000Q7LC	1603	1618	Алексей Колесник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC0015OG0	EMIC0015OG0.000646	IC0015OGF	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	0,0,250,141	photo of Oleksiy Kolesnyk	per	politician	unspecified	informative	EMPTY_NA
IC0015OG0	EMIC0015OG0.000652	IC0015OGK	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	0,0,1200,675	photo of Oleksiy Kolesnyk, second on the left	per	politician	unspecified	informative	EMPTY_NA
IC0015OG0	EMIC0015OG0.000225	HC000Q7LC	2175	2188	Сергей Вальтер	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC0015OG0	EMIC0015OG0.000844	IC0015OGK	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	0,0,1200,675	Photo of Serhiy Valter in the centre of the image	per	politician	unspecified	informative	EMPTY_NA
IC0015OG0	EMIC0015OG0.000850	IC0015OGG	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	0,0,250,151	Photo of Serhiy Valter	per	politician	unspecified	informative	EMPTY_NA
IC0015OG0	EMIC0015OG0.000765	HC000Q7LC	2175	2188	Сергей Вальтер	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC0015OG0	EMIC0015OG0.000366	HC000Q7LC	2774	2791	Александра Бордюга	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC0015OG0	EMIC0015OG0.000379	HC000Q7LC	2688	2693	гараже	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	storeshop	base	nom
IC0015OG0	EMIC0015OG0.000413	HC000Q7LC	3266	3279	Михаил Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC0015OG0	EMIC0015OG0.000838	IC0015OGK	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	0,0,1200,675	Photo of Michail Chechetov far right on the image	per	politician	unspecified	informative	EMPTY_NA
IC0015OG0	EMIC0015OG0.000426	HC000Q7LC	3300	3319	собственной квартиры	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	fac	building	house	base	nom
IC0015OG0	EMIC0015OG0.000825	HC000Q7LC	3266	3279	Михаил Чечетов	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001609R	EMIC001609R.000118	HC000T693	214	230	Станислав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001609R	EMIC001609R.001718	HC000T693	329	345	Станислав Мельник	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001609R	EMIC001609R.000173	HC000T693	391	408	Михаилом Чечетовым	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	per	politician	unspecified	base	nam
IC001609R	EMIC001609R.000186	HC000T693	627	643	охотничьего ружья	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	wea	gun	firearm	base	nom
