root_uid	relationmention_id	child_uid	textoffset_startchar	textoffset_endchar	text_string	mediamention_signaltype	mediamention_starttime	mediamention_endtime	keyframe_id	mediamention_coordinates	description	type	subtype	subsubtype	attribute	start_date_type	start_date	end_date_type	end_date
IC00163VF	RMIC00163VF.001024	HC000T6H4	5361	5374	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ukrainian Insurgent Army claims responsibility for murder of pro-Russian figures	responsibilityblame	claimresponsibility	claimresponsibility	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00163VF	RMIC00163VF.001225	HC000T6H4	5869	5881	political one	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	responsibilityblame	claimresponsibility	claimresponsibility	not	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00163VF	RMIC00163VF.001319	HC000T6H4	6503	6508	blamed	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ukraine blames Russian special forces assassins	responsibilityblame	assignblame	assignblame	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00163VF	RMIC00163VF.001622	HC000T6H4	7302	7305	deny	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Andrey Medvedko deny responsibility for murder of Oles	responsibilityblame	claimresponsibility	claimresponsibility	not	startafter	2015-06-18	endafter	2015-06-18
IC00163VF	RMIC00163VF.001669	HC000T6H4	7302	7305	deny	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Denis Polischuk deny responsibility for murder of Oles	responsibilityblame	claimresponsibility	claimresponsibility	not	startafter	2015-06-18	endafter	2015-06-18
IC00163VF	RMIC00163VF.001716	HC000T6H4	1531	1536	became	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Oles Buzina became editor-in-chief of Segodnya newspaper	organizationaffiliation	employmentmembership	employment	none	starton	2015-01-xx	endon	2015-03-xx
IC0016445	RMIC0016445.000149	HC000T6G1	1629	1638	journalist	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Buzina was a journalist	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0016445	RMIC0016445.000196	HC000T6G1	1644	1649	critic	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Buzina criticized Poroshenko	evaluate	sentiment	negative	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0016445	RMIC0016445.000243	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ukrainian Insurgent Army claims responsibility for Buzina's attack (Fesenko's claim)	responsibilityblame	claimresponsibility	claimresponsibility	none	startafter	2015-04-16	endunk	EMPTY_NA
IC0016445	RMIC0016445.000290	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ukrainian Insurgent Army claims responsibility for Buzina's death (Fesenko's claim)	responsibilityblame	claimresponsibility	claimresponsibility	none	startafter	2015-04-16	endunk	EMPTY_NA
IC0016445	RMIC0016445.000337	HC000T6G1	1014	1023	Journalist	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Buzina was journalist at Sevodnya	organizationaffiliation	employmentmembership	employment	none	startbefore	2012-10-12	endunk	EMPTY_NA
IC0016445	RMIC0016445.000384	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	(Hedged) Ukrainian Insurgent Army claims responsibility for Buzina's attack	responsibilityblame	claimresponsibility	claimresponsibility	hedged	startafter	2015-04-16	endunk	EMPTY_NA
IC0016445	RMIC0016445.000431	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	(Hedged) Ukrainian Insurgent Army claims responsibility for Buzina's death	responsibilityblame	claimresponsibility	claimresponsibility	hedged	startafter	2015-04-16	endunk	EMPTY_NA
IC0016445	RMIC0016445.000598	HC000T6G1	1517	1524	lawmaker	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Oleh Kalashnikov was a lawmaker	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endbefore	2015-04-15
IC0016445	RMIC0016445.000645	HC000T6G1	1517	1524	lawmaker	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Kalashnikov was lawmaker for Party of Regions	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endbefore	2015-04-15
IC0016445	RMIC0016445.000692	HC000T6G1	1480	1487	opponent	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Kalashnikov opposed Euromaidan movement	evaluate	sentiment	negative	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0016445	RMIC0016445.000739	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ukrainian Insurgent Army claims responsibility for Kalashnikov's attack	responsibilityblame	claimresponsibility	claimresponsibility	none	startafter	2015-04-15	endunk	EMPTY_NA
IC0016445	RMIC0016445.000786	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ukrainian Insurgent Army claims responsibility for Kalashnikov's death	responsibilityblame	claimresponsibility	claimresponsibility	none	startafter	2015-04-15	endunk	EMPTY_NA
IC0016445	RMIC0016445.000833	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	(Hedged) Ukrainian Insurgent Army claims responsibility for Kalashnikov's attack	responsibilityblame	claimresponsibility	claimresponsibility	hedged	startafter	2015-04-15	endunk	EMPTY_NA
IC0016445	RMIC0016445.000880	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	(Hedged) Ukrainian Insurgent Army claims responsibility for Kalashnikov's death	responsibilityblame	claimresponsibility	claimresponsibility	hedged	startafter	2015-04-15	endunk	EMPTY_NA
IC0016445	RMIC0016445.001008	HC000T6G1	1225	1235	ex-governor	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Peklushenko was governor of Zaporizhia	organizationaffiliation	leadership	unspecified	none	startunk	EMPTY_NA	endbefore	2015-03-xx
IC0016445	RMIC0016445.001055	HC000T6G1	1290	1295	member	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Peklushenko was member of Party of Regions	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endbefore	2015-03-xx
IC0016445	RMIC0016445.001102	HC000T6G1	1228	1235	governor	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Peklushenko was governor	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endbefore	2015-03-xx
IC0016445	RMIC0016445.001295	HC000T6G1	1345	1360	party colleagues	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Chechetov was member of Party of Regions	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0016445	RMIC0016445.001342	HC000T6G1	1351	1360	colleagues	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Chechetov was colleague of Peklushenko	personalsocial	unspecified	political	none	startunk	EMPTY_NA	endbefore	2015-03-xx
IC0016445	RMIC0016445.001556	HC000T6G1	1345	1360	party colleagues	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Melnik was member of Party of Regions	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0016445	RMIC0016445.001603	HC000T6G1	1351	1360	colleagues	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Melnik was colleague of Peklushenko	personalsocial	unspecified	political	none	startunk	EMPTY_NA	endbefore	2015-03-xx
IC0016445	RMIC0016445.001684	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ukrainian Insurgent Army claims responsibility for Peklushenko's shooting	responsibilityblame	claimresponsibility	claimresponsibility	none	startafter	2015-04-15	endunk	EMPTY_NA
IC0016445	RMIC0016445.001731	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ukrainian Insurgent Army claimed responsibility for Peklushenko's death	responsibilityblame	claimresponsibility	claimresponsibility	none	startafter	2015-04-15	endunk	EMPTY_NA
IC0016445	RMIC0016445.001778	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	(Hedged) Ukrainian Insurgent Army claims responsibility for Peklushenko's shooting	responsibilityblame	claimresponsibility	claimresponsibility	hedged	startafter	2015-04-15	endunk	EMPTY_NA
IC0016445	RMIC0016445.001825	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	(Hedged) Ukrainian Insurgent Army claimed responsibility for Peklushenko's death	responsibilityblame	claimresponsibility	claimresponsibility	hedged	startafter	2015-04-15	endunk	EMPTY_NA
IC0016445	RMIC0016445.001872	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ukrainian Insurgent Army claimed responsibility for Chechetov's suicide (attack)	responsibilityblame	claimresponsibility	claimresponsibility	none	startafter	2015-04-15	endunk	EMPTY_NA
IC0016445	RMIC0016445.001919	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ukrainian Insurgent Army claimed responsibility for Chechetov's suicide (death)	responsibilityblame	claimresponsibility	claimresponsibility	none	startafter	2015-04-15	endunk	EMPTY_NA
IC0016445	RMIC0016445.001966	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	(Hedged) Ukrainian Insurgent Army claimed responsibility for Chechetov's suicide (attack)	responsibilityblame	claimresponsibility	claimresponsibility	hedged	startafter	2015-04-15	endunk	EMPTY_NA
IC0016445	RMIC0016445.002013	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	(Hedged) Ukrainian Insurgent Army claimed responsibility for Chechetov's suicide (death)	responsibilityblame	claimresponsibility	claimresponsibility	hedged	startafter	2015-04-15	endunk	EMPTY_NA
IC0016445	RMIC0016445.002060	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ukrainian Insurgent Army claimed responsibility for Melnik's suicide (attack)	responsibilityblame	claimresponsibility	claimresponsibility	none	startafter	2015-04-15	endunk	EMPTY_NA
IC0016445	RMIC0016445.002107	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ukrainian Insurgent Army claimed responsibility for Melnik's suicide (death)	responsibilityblame	claimresponsibility	claimresponsibility	none	startafter	2015-04-15	endunk	EMPTY_NA
IC0016445	RMIC0016445.002154	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	(Hedged) Ukrainian Insurgent Army claimed responsibility for Melnik's suicide (attack)	responsibilityblame	claimresponsibility	claimresponsibility	hedged	startafter	2015-04-15	endunk	EMPTY_NA
IC0016445	RMIC0016445.002201	HC000T6G1	276	289	responsibility	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	(Hedged) Ukrainian Insurgent Army claimed responsibility for Melnik's suicide (death)	responsibilityblame	claimresponsibility	claimresponsibility	hedged	startafter	2015-04-15	endunk	EMPTY_NA
IC0016445	RMIC0016445.002321	HC000T6G1	1933	1946	anti-Ukrainian	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	UPA describes victims as anti-Ukrainian	generalaffiliation	memberoriginreligionethnicity	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0016445	RMIC0016445.002462	HC000T6G1	2441	2450	recognized	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ukrainian parliament recognizes UPA as freedom fighters	evaluate	sentiment	positive	none	starton	2015-04-09	endunk	EMPTY_NA
IC0016445	RMIC0016445.002509	HC000T6G1	2100	2103	wing	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	UPA is part of Organization of Ukrainian Nationalists	partwhole	subsidiary	organizationsubsidiary	none	starton	xxxx-xx-xx	endunk	EMPTY_NA
IC0016445	RMIC0016445.002556	HC000T6G1	1695	1697	top	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	officials are leaders in Ukraine	organizationaffiliation	leadership	unspecified	none	startunk	EMPTY_NA	endbefore	2015-04-18
IC0016445	RMIC0016445.002697	HC000T6G1	2530	2537	practice	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	UPA is associated with Nazism	generalaffiliation	organizationpoliticalreligiousaffiliation	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0016445	RMIC0016445.002911	HC000T6G1	438	446	opponents	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	UPA targeting opponents of Ukrainian regime	evaluate	sentiment	negative	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00164D6	RMIC00164D6.000251	HC000T6F7	350	353	died	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	eight Yanukovych supporters dead	measurement	size	count	none	startbefore	2015-04-16	endbefore	2015-04-16
IC00164D6	RMIC00164D6.000392	HC000T6F7	435	444	journalist	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Oles Buzyna was a Russian journalist	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00164D6	RMIC00164D6.000439	HC000T6F7	423	433	Pro-Russian	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Oles Buzyna was pro-Russian	generalaffiliation	memberoriginreligionethnicity	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00164D6	RMIC00164D6.000601	HC000T6F7	531	540	journalist	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Serhiy Sukhobok was a journalist	personalsocial	role	titleformofaddress	none	startbefore	2015-04-16	endbefore	2015-04-16
IC00164D6	RMIC00164D6.000648	HC000T6F7	531	540	journalist	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Serhiy Sukhobok affiliated with the opposition	generalaffiliation	organizationpoliticalreligiousaffiliation	unspecified	none	startbefore	2015-04-16	endbefore	2015-04-16
IC00164D6	RMIC00164D6.000977	HC000T6F7	1194	1205	relationship	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Nazis affiliated with Ukraine	generalaffiliation	sponsorship	affiliated	none	startbefore	2015-04-16	endunk	EMPTY_NA
IC00164D6	RMIC00164D6.001058	HC000T6F7	2635	2649	clamped down on	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	new government not affiliated with Communist party	generalaffiliation	sponsorship	affiliated	not	startbefore	2015-04-16	endbefore	2015-04-16
IC00164D6	RMIC00164D6.001186	HC000T6F7	3133	3140	imploded	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Yanukovych's regime fell apart	organizationaffiliation	leadership	government	not	startbefore	2015-04-16	endbefore	2015-04-16
IC00164D6	RMIC00164D6.001233	HC000T6F7	3667	3672	backed	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The U.S. supports faulty governments	generalaffiliation	sponsorship	helpsupport	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00164D6	RMIC00164D6.001280	HC000T6F7	4292	4297	did it	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Putin blamed for suspicious Ukraine murders	responsibilityblame	assignblame	assignblame	none	startbefore	2015-04-16	endbefore	2015-04-16
IC00164D6	RMIC00164D6.001327	HC000T6F7	4260	4267	deserved	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	suspicious murder victims blamed for their fate	responsibilityblame	assignblame	assignblame	none	startbefore	2015-04-16	endbefore	2015-04-16
IC00164D6	RMIC00164D6.001374	HC000T6F7	4519	4525	support	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EU supports current Ukraine regime	generalaffiliation	sponsorship	helpsupport	none	startbefore	2015-04-16	endunk	EMPTY_NA
IC00164D6	RMIC00164D6.001421	HC000T6F7	4880	4887	Chechens	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Chechens blamed for suspicious Ukraine murders	responsibilityblame	assignblame	assignblame	none	startbefore	2015-04-16	endbefore	2015-04-16
IC00164D6	RMIC00164D6.002011	HC000T6F7	6555	6564	journalist	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Olga Moroz was a journalist	personalsocial	role	professionalrole	none	startbefore	2015-04-16	endunk	EMPTY_NA
IC00164D6	RMIC00164D6.002058	HC000T6F7	6612	6623	chief editor	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Olga Moroz worked for the newspaper, Nenishinsky Vestnik	organizationaffiliation	employmentmembership	employment	none	startbefore	2015-04-16	endbefore	2015-04-16
IC00164D6	RMIC00164D6.002105	HC000T6F7	7198	7207	Opposition	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Olga Moroz not affiliated with opposition	generalaffiliation	organizationpoliticalreligiousaffiliation	unspecified	not	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00164D6	RMIC00164D6.002199	HC000T6F7	7307	7317	Pro-Russian	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Olga Moroz was not a Pro-Russian	generalaffiliation	memberoriginreligionethnicity	unspecified	not	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00164D6	RMIC00164D6.002293	HC000T6F7	7357	7371	anti-corruption	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Olga Moroz was an anti-corruption journalist	generalaffiliation	memberoriginreligionethnicity	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00164GC	RMIC00164GC.000123	HC000T6EZ	4	5	MP	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Chechetov was MP	personalsocial	role	professionalrole	none	startbefore	2015-02-27	endbefore	2015-02-27
IC00164GC	RMIC00164GC.000170	HC000T6EZ	79	82	head	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Chechetov lead Party of Regions parliamentary faction	organizationaffiliation	leadership	unspecified	none	startbefore	2015-02-27	endbefore	2015-02-27
IC00164GC	RMIC00164GC.000217	HC000T6EZ	91	106	Party of Regions	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Party of Regions parliamentary faction part of the Party of Regions	partwhole	subsidiary	organizationsubsidiary	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00164GC	RMIC00164GC.000264	HC000T6EZ	236	237	at	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Chechetov's apartment is on Mishuhy Street	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00164GC	RMIC00164GC.000311	HC000T6EZ	256	257	in	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Mishuhy Street is in Kiev	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00164GC	RMIC00164GC.000405	HC000T6EZ	622	625	wife	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Relationship between Chechetov and his wife	personalsocial	unspecified	unspecified	none	startbefore	2015-02-27	endon	2015-02-27
IC00164Q9	RMIC00164Q9.000110	HC000T6EJ	9	10	MP	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Chechetov was MP	personalsocial	role	professionalrole	none	startbefore	2015-03-01	endbefore	2015-03-01
IC00164Q9	RMIC00164Q9.000157	HC000T6EJ	599	602	head	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Chechetov was leader in Party of Regions' faction	organizationaffiliation	leadership	unspecified	none	startbefore	2015-03-01	endbefore	2015-03-01
IC00164Q9	RMIC00164Q9.000204	HC000T6EJ	619	625	Party's	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Party of Regions' faction is part of Party of Regions	partwhole	subsidiary	organizationsubsidiary	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00164Q9	RMIC00164Q9.000251	HC000T6EJ	734	735	in	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Chechetov's apartment is in Kiev	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00164Q9	RMIC00164Q9.000345	HC000T6EJ	781	784	wife	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Relationship between Chechetov and his wife	personalsocial	unspecified	unspecified	none	startbefore	2015-03-01	endunk	EMPTY_NA
IC00164QG	RMIC00164QG.000003	HC000T6EI	339	344	fellow	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00164QG	RMIC00164QG.000024	HC000T6EI	363	370	lawmaker	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00164QG	RMIC00164QG.000225	HC000T6EI	484	486	ran	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	organizationaffiliation	leadership	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00164QG	RMIC00164QG.000272	HC000T6EI	509	531	looked after the assets	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	generalaffiliation	sponsorship	affiliated	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC00164QG	RMIC00164QG.000353	HC000T6EI	686	702	former Regions MP	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	organizationaffiliation	employmentmembership	membership	none	startbefore	2015-03-12	endbefore	2015-03-12
IC00164QG	RMIC00164QG.000400	HC000T6EI	712	726	former governor	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	organizationaffiliation	leadership	unspecified	none	starton	2011-xx-xx	endbefore	2015-03-12
IC001664M	RMIC001664M.000243	HC000T6FS	1081	1083	two	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	measurement	size	count	none	startbefore	2015-04-xx	endunk	EMPTY_NA
IC0015OG0	RMIC0015OG0.000084	HC000Q7LC	1014	1062	бывший первый заместитель начальника Укрзализныци	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Nikolay Sergienko was in charge of Ukrainian railroads	organizationaffiliation	leadership	government	none	startbefore	2010-04-xx	endon	2014-04-xx
IC0015OG0	RMIC0015OG0.000157	HC000Q7LC	1985	1987	был	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Olexiy Kolesnik was in charge of Kharkiv regional administration	organizationaffiliation	leadership	government	none	starton	2002-xx-xx	endon	2004-xx-xx
IC0015OG0	RMIC0015OG0.000251	HC000Q7LC	2278	2285	Регионал	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Sergey Valter was affiliated with party of the Regions	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015OG0	RMIC0015OG0.000439	HC000Q7LC	4549	4589	не довели ли его до самоубийства угрозами	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	people who privatized of Krivoj Rog steel might have caused death of Chechetov	responsibilityblame	assignblame	assignblame	none	startbefore	2015-xx-xx	endon	2015-02-xx
IC0015OHR	RMIC0015OHR.000183	HC000Q7LD	1356	1374	бывший председатель	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Oleksiy Kolesnyk was the head of the Kharkiv regional government	organizationaffiliation	leadership	government	none	starton	2002-xx-xx	endon	2004-xx-xx
IC0015OPQ	RMIC0015OPQ.000165	HC000Q7LH	6286	6297	организованы	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	generalaffiliation	sponsorship	adviseplanorganize	hedged	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015OPQ	RMIC0015OPQ.000306	HC000Q7LH	10632	10652	исполнителей убийства	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	responsibilityblame	assignblame	assignblame	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015OPQ	RMIC0015OPQ.000353	HC000Q7LH	10632	10652	исполнителей убийства	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	responsibilityblame	assignblame	assignblame	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC0015OS3	RMIC0015OS3.000118	HC000Q7LA	992	1002	экс-депутат	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endbefore	2015-04-16
IC0015OS3	RMIC0015OS3.000165	HC000Q7LA	992	1002	экс-депутат	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	organizationaffiliation	employmentmembership	membership	none	startunk	EMPTY_NA	endbefore	2015-04-16
IC0015OST	RMIC0015OST.000003	HC000Q7LJ	73	89	пятеро чиновников	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_OPT	measurement	size	count	none	starton	2015-01-26	endon	2015-02-28
IC0015P0A	RMIC0015P0A.000037	HC000Q7LK	75	129	экс-губернатор Запорожской области Александр Пеклушенко	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ex-governor of Zaporozhye region Alexander Peklushenko	personalsocial	role	professionalrole	none	startunk	EMPTY_NA	endunk	EMPTY_NA
