root_doc_id	doc_element_id	media_type	type	subtype	subsubtype	span
IC001V8J7	IC001V8JB	image	per	police	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8J7	IC001V8JB	image	per	politician	headofgovernment	ENTIRE_DOCUMENT_ELEMENT
IC001V8J7	IC001V8JB	image	per	professionalposition	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8J7	IC001V8JB	image	per	unspecified	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8J7	IC001V8JB	image	physical	resident	resident	ENTIRE_DOCUMENT_ELEMENT
IC001V8J7	IC001V8JB	image	responsibilityblame	assignblame	assignblame	ENTIRE_DOCUMENT_ELEMENT
IC001V8J7	IC001V8JB	image	responsibilityblame	claimresponsibility	claimresponsibility	ENTIRE_DOCUMENT_ELEMENT
IC001V8J7	IC001V8JB	image	val	number	number	ENTIRE_DOCUMENT_ELEMENT
IC001V8J7	IC001V8JB	image	val	unspecified	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8J7	IC001V8JB	image	veh	aircraft	drone	ENTIRE_DOCUMENT_ELEMENT
IC001V8J7	IC001V8JB	image	wea	bomb	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8J7	IC001VBH2	text	artifactexistence	damagedestroy	damage	1056-2094
IC001V8J7	IC001VBH2	text	artifactexistence	damagedestroy	damage	2285-2898
IC001V8J7	IC001VBH2	text	artifactexistence	damagedestroy	damage	250-984
IC001V8J7	IC001VBH2	text	conflict	attack	bombing	1056-2094
IC001V8J7	IC001VBH2	text	conflict	attack	bombing	2285-2898
IC001V8J7	IC001VBH2	text	conflict	attack	bombing	250-984
IC001V8J7	IC001VBH2	text	conflict	attack	firearmattack	1056-2094
IC001V8J7	IC001VBH2	text	conflict	attack	firearmattack	2285-2898
IC001V8J7	IC001VBH2	text	conflict	attack	firearmattack	250-984
IC001V8J7	IC001VBH2	text	contact	collaborate	unspecified	1056-2094
IC001V8J7	IC001VBH2	text	contact	collaborate	unspecified	2285-2898
IC001V8J7	IC001VBH2	text	contact	collaborate	unspecified	250-984
IC001V8J7	IC001VBH2	text	contact	publicstatementinperson	broadcast	1056-2094
IC001V8J7	IC001VBH2	text	contact	publicstatementinperson	broadcast	2285-2898
IC001V8J7	IC001VBH2	text	contact	publicstatementinperson	broadcast	250-984
IC001V8J7	IC001VBH2	text	evaluate	deliberateness	deliberate	1056-2094
IC001V8J7	IC001VBH2	text	evaluate	deliberateness	deliberate	2285-2898
IC001V8J7	IC001VBH2	text	evaluate	deliberateness	deliberate	250-984
IC001V8J7	IC001VBH2	text	evaluate	status	hoaxfraud	1056-2094
IC001V8J7	IC001VBH2	text	evaluate	status	hoaxfraud	2285-2898
IC001V8J7	IC001VBH2	text	evaluate	status	hoaxfraud	250-984
IC001V8J7	IC001VBH2	text	fac	structure	unspecified	1056-2094
IC001V8J7	IC001VBH2	text	fac	structure	unspecified	2285-2898
IC001V8J7	IC001VBH2	text	fac	structure	unspecified	250-984
IC001V8J7	IC001VBH2	text	fac	way	street	1056-2094
IC001V8J7	IC001VBH2	text	fac	way	street	2285-2898
IC001V8J7	IC001VBH2	text	fac	way	street	250-984
IC001V8J7	IC001VBH2	text	generalaffiliation	organizationpoliticalreligiousaffiliation	unspecified	1056-2094
IC001V8J7	IC001VBH2	text	generalaffiliation	organizationpoliticalreligiousaffiliation	unspecified	2285-2898
IC001V8J7	IC001VBH2	text	generalaffiliation	organizationpoliticalreligiousaffiliation	unspecified	250-984
IC001V8J7	IC001VBH2	text	generalaffiliation	sponsorship	adviseplanorganize	1056-2094
IC001V8J7	IC001VBH2	text	generalaffiliation	sponsorship	adviseplanorganize	2285-2898
IC001V8J7	IC001VBH2	text	generalaffiliation	sponsorship	adviseplanorganize	250-984
IC001V8J7	IC001VBH2	text	generalaffiliation	sponsorship	affiliated	1056-2094
IC001V8J7	IC001VBH2	text	generalaffiliation	sponsorship	affiliated	2285-2898
IC001V8J7	IC001VBH2	text	generalaffiliation	sponsorship	affiliated	250-984
IC001V8J7	IC001VBH2	text	generalaffiliation	sponsorship	helpsupport	1056-2094
IC001V8J7	IC001VBH2	text	generalaffiliation	sponsorship	helpsupport	2285-2898
IC001V8J7	IC001VBH2	text	generalaffiliation	sponsorship	helpsupport	250-984
IC001V8J7	IC001VBH2	text	gpe	country	country	1056-2094
IC001V8J7	IC001VBH2	text	gpe	country	country	2285-2898
IC001V8J7	IC001VBH2	text	gpe	country	country	250-984
IC001V8J7	IC001VBH2	text	gpe	provincestate	provincestate	1056-2094
IC001V8J7	IC001VBH2	text	gpe	provincestate	provincestate	2285-2898
IC001V8J7	IC001VBH2	text	gpe	provincestate	provincestate	250-984
IC001V8J7	IC001VBH2	text	gpe	urbanarea	city	1056-2094
IC001V8J7	IC001VBH2	text	gpe	urbanarea	city	2285-2898
IC001V8J7	IC001VBH2	text	gpe	urbanarea	city	250-984
IC001V8J7	IC001VBH2	text	information	make	make	1056-2094
IC001V8J7	IC001VBH2	text	information	make	make	2285-2898
IC001V8J7	IC001VBH2	text	information	make	make	250-984
IC001V8J7	IC001VBH2	text	justice	arrestjaildetain	arrestjaildetain	1056-2094
IC001V8J7	IC001VBH2	text	justice	arrestjaildetain	arrestjaildetain	2285-2898
IC001V8J7	IC001VBH2	text	justice	arrestjaildetain	arrestjaildetain	250-984
IC001V8J7	IC001VBH2	text	justice	investigate	investigatecrime	1056-2094
IC001V8J7	IC001VBH2	text	justice	investigate	investigatecrime	2285-2898
IC001V8J7	IC001VBH2	text	justice	investigate	investigatecrime	250-984
IC001V8J7	IC001VBH2	text	life	injure	injurycausedbyviolentevents	1056-2094
IC001V8J7	IC001VBH2	text	life	injure	injurycausedbyviolentevents	2285-2898
IC001V8J7	IC001VBH2	text	life	injure	injurycausedbyviolentevents	250-984
IC001V8J7	IC001VBH2	text	measurement	size	count	1056-2094
IC001V8J7	IC001VBH2	text	measurement	size	count	2285-2898
IC001V8J7	IC001VBH2	text	measurement	size	count	250-984
IC001V8J7	IC001VBH2	text	measurement	size	weight	1056-2094
IC001V8J7	IC001VBH2	text	measurement	size	weight	2285-2898
IC001V8J7	IC001VBH2	text	measurement	size	weight	250-984
IC001V8J7	IC001VBH2	text	movement	transportartifact	bringcarryunload	1056-2094
IC001V8J7	IC001VBH2	text	movement	transportartifact	bringcarryunload	2285-2898
IC001V8J7	IC001VBH2	text	movement	transportartifact	bringcarryunload	250-984
IC001V8J7	IC001VBH2	text	movement	transportartifact	fall	1056-2094
IC001V8J7	IC001VBH2	text	movement	transportartifact	fall	2285-2898
IC001V8J7	IC001VBH2	text	movement	transportartifact	fall	250-984
IC001V8J7	IC001VBH2	text	movement	transportperson	hide	1056-2094
IC001V8J7	IC001VBH2	text	movement	transportperson	hide	2285-2898
IC001V8J7	IC001VBH2	text	movement	transportperson	hide	250-984
IC001V8J7	IC001VBH2	text	movement	transportperson	selfmotion	1056-2094
IC001V8J7	IC001VBH2	text	movement	transportperson	selfmotion	2285-2898
IC001V8J7	IC001VBH2	text	movement	transportperson	selfmotion	250-984
IC001V8J7	IC001VBH2	text	organizationaffiliation	leadership	headofstate	1056-2094
IC001V8J7	IC001VBH2	text	organizationaffiliation	leadership	headofstate	2285-2898
IC001V8J7	IC001VBH2	text	organizationaffiliation	leadership	headofstate	250-984
IC001V8J7	IC001VBH2	text	org	government	unspecified	1056-2094
IC001V8J7	IC001VBH2	text	org	government	unspecified	2285-2898
IC001V8J7	IC001VBH2	text	org	government	unspecified	250-984
IC001V8J7	IC001VBH2	text	org	politicalorganization	party	1056-2094
IC001V8J7	IC001VBH2	text	org	politicalorganization	party	2285-2898
IC001V8J7	IC001VBH2	text	org	politicalorganization	party	250-984
IC001V8J7	IC001VBH2	text	per	combatant	sniper	1056-2094
IC001V8J7	IC001VBH2	text	per	combatant	sniper	2285-2898
IC001V8J7	IC001VBH2	text	per	combatant	sniper	250-984
IC001V8J7	IC001VBH2	text	per	combatant	unspecified	1056-2094
IC001V8J7	IC001VBH2	text	per	combatant	unspecified	2285-2898
IC001V8J7	IC001VBH2	text	per	combatant	unspecified	250-984
IC001V8J7	IC001VBH2	text	per	militarypersonnel	unspecified	1056-2094
IC001V8J7	IC001VBH2	text	per	militarypersonnel	unspecified	2285-2898
IC001V8J7	IC001VBH2	text	per	militarypersonnel	unspecified	250-984
IC001V8J7	IC001VBH2	text	per	police	unspecified	1056-2094
IC001V8J7	IC001VBH2	text	per	police	unspecified	2285-2898
IC001V8J7	IC001VBH2	text	per	police	unspecified	250-984
IC001V8J7	IC001VBH2	text	per	politician	headofgovernment	1056-2094
IC001V8J7	IC001VBH2	text	per	politician	headofgovernment	2285-2898
IC001V8J7	IC001VBH2	text	per	politician	headofgovernment	250-984
IC001V8J7	IC001VBH2	text	per	professionalposition	unspecified	1056-2094
IC001V8J7	IC001VBH2	text	per	professionalposition	unspecified	2285-2898
IC001V8J7	IC001VBH2	text	per	professionalposition	unspecified	250-984
IC001V8J7	IC001VBH2	text	per	unspecified	unspecified	1056-2094
IC001V8J7	IC001VBH2	text	per	unspecified	unspecified	2285-2898
IC001V8J7	IC001VBH2	text	per	unspecified	unspecified	250-984
IC001V8J7	IC001VBH2	text	physical	resident	resident	1056-2094
IC001V8J7	IC001VBH2	text	physical	resident	resident	2285-2898
IC001V8J7	IC001VBH2	text	physical	resident	resident	250-984
IC001V8J7	IC001VBH2	text	responsibilityblame	assignblame	assignblame	1056-2094
IC001V8J7	IC001VBH2	text	responsibilityblame	assignblame	assignblame	2285-2898
IC001V8J7	IC001VBH2	text	responsibilityblame	assignblame	assignblame	250-984
IC001V8J7	IC001VBH2	text	responsibilityblame	claimresponsibility	claimresponsibility	1056-2094
IC001V8J7	IC001VBH2	text	responsibilityblame	claimresponsibility	claimresponsibility	2285-2898
IC001V8J7	IC001VBH2	text	responsibilityblame	claimresponsibility	claimresponsibility	250-984
IC001V8J7	IC001VBH2	text	val	number	number	1056-2094
IC001V8J7	IC001VBH2	text	val	number	number	2285-2898
IC001V8J7	IC001VBH2	text	val	number	number	250-984
IC001V8J7	IC001VBH2	text	val	unspecified	unspecified	1056-2094
IC001V8J7	IC001VBH2	text	val	unspecified	unspecified	2285-2898
IC001V8J7	IC001VBH2	text	val	unspecified	unspecified	250-984
IC001V8J7	IC001VBH2	text	veh	aircraft	drone	1056-2094
IC001V8J7	IC001VBH2	text	veh	aircraft	drone	2285-2898
IC001V8J7	IC001VBH2	text	veh	aircraft	drone	250-984
IC001V8J7	IC001VBH2	text	wea	bomb	unspecified	1056-2094
IC001V8J7	IC001VBH2	text	wea	bomb	unspecified	2285-2898
IC001V8J7	IC001VBH2	text	wea	bomb	unspecified	250-984
IC001V8NY	IC001V8O2	image	artifactexistence	artifactfailure	mechanicalfailure	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	artifactexistence	damagedestroy	destroy	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	com	unspecified	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	conflict	attack	bombing	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	conflict	attack	firearmattack	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	conflict	attack	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	conflict	coup	coup	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	contact	mediastatement	broadcast	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	contact	requestadvise	broadcast	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	disaster	accidentcrash	accidentcrash	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	fac	building	apartmentbuilding	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	fac	building	officebuilding	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	fac	building	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	fac	installation	airport	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	fac	structure	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	fac	unspecified	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	fac	way	street	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	generalaffiliation	memberoriginreligionethnicity	nationalitycitizen	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	generalaffiliation	memberoriginreligionethnicity	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	generalaffiliation	sponsorship	adviseplanorganize	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	generalaffiliation	sponsorship	helpsupport	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	generalaffiliation	sponsorship	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	gpe	country	country	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	gpe	provincestate	provincestate	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	gpe	urbanarea	city	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	justice	arrestjaildetain	arrestjaildetain	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	justice	initiatejudicialprocess	chargeindict	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	life	injure	injurycausedbyviolentevents	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	life	injure	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	loc	geographicpoint	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	loc	unspecified	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	measurement	size	count	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	movement	transportartifact	fall	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	movement	transportartifact	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	organizationaffiliation	employmentmembership	employment	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	organizationaffiliation	leadership	government	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	organizationaffiliation	leadership	headofstate	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	org	commercialorganization	broadcastingcompany	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	org	government	agency	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	org	government	legislativebody	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	org	government	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	org	militaryorganization	governmentarmedforces	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	org	politicalorganization	court	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	partwhole	subsidiary	nationalitycitizen	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	per	combatant	sniper	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	per	militarypersonnel	militaryofficer	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	per	militarypersonnel	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	per	politician	headofgovernment	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	per	politician	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	per	professionalposition	minister	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	per	professionalposition	spokesperson	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	per	professionalposition	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	personnel	endposition	quitretire	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	per	unspecified	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	physical	locatednear	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	responsibilityblame	assignblame	assignblame	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	responsibilityblame	claimresponsibility	claimresponsibility	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	sid	political	opposition	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	transaction	transfermoney	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	val	number	number	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	veh	aircraft	drone	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001V8O2	image	wea	bomb	unspecified	ENTIRE_DOCUMENT_ELEMENT
IC001V8NY	IC001VBHL	text	artifactexistence	artifactfailure	mechanicalfailure	1749-3032
IC001V8NY	IC001VBHL	text	artifactexistence	artifactfailure	mechanicalfailure	3811-4941
IC001V8NY	IC001VBHL	text	artifactexistence	artifactfailure	mechanicalfailure	409-1516
IC001V8NY	IC001VBHL	text	artifactexistence	artifactfailure	mechanicalfailure	5880-7134
IC001V8NY	IC001VBHL	text	artifactexistence	artifactfailure	mechanicalfailure	8354-9068
IC001V8NY	IC001VBHL	text	artifactexistence	damagedestroy	destroy	1749-3032
IC001V8NY	IC001VBHL	text	artifactexistence	damagedestroy	destroy	3811-4941
IC001V8NY	IC001VBHL	text	artifactexistence	damagedestroy	destroy	409-1516
IC001V8NY	IC001VBHL	text	artifactexistence	damagedestroy	destroy	5880-7134
IC001V8NY	IC001VBHL	text	artifactexistence	damagedestroy	destroy	8354-9068
IC001V8NY	IC001VBHL	text	com	unspecified	unspecified	1749-3032
IC001V8NY	IC001VBHL	text	com	unspecified	unspecified	3811-4941
IC001V8NY	IC001VBHL	text	com	unspecified	unspecified	409-1516
IC001V8NY	IC001VBHL	text	com	unspecified	unspecified	5880-7134
IC001V8NY	IC001VBHL	text	com	unspecified	unspecified	8354-9068
IC001V8NY	IC001VBHL	text	conflict	attack	bombing	1749-3032
IC001V8NY	IC001VBHL	text	conflict	attack	bombing	3811-4941
IC001V8NY	IC001VBHL	text	conflict	attack	bombing	409-1516
IC001V8NY	IC001VBHL	text	conflict	attack	bombing	5880-7134
IC001V8NY	IC001VBHL	text	conflict	attack	bombing	8354-9068
IC001V8NY	IC001VBHL	text	conflict	attack	firearmattack	1749-3032
IC001V8NY	IC001VBHL	text	conflict	attack	firearmattack	3811-4941
IC001V8NY	IC001VBHL	text	conflict	attack	firearmattack	409-1516
IC001V8NY	IC001VBHL	text	conflict	attack	firearmattack	5880-7134
IC001V8NY	IC001VBHL	text	conflict	attack	firearmattack	8354-9068
IC001V8NY	IC001VBHL	text	conflict	attack	unspecified	1749-3032
IC001V8NY	IC001VBHL	text	conflict	attack	unspecified	3811-4941
IC001V8NY	IC001VBHL	text	conflict	attack	unspecified	409-1516
IC001V8NY	IC001VBHL	text	conflict	attack	unspecified	5880-7134
IC001V8NY	IC001VBHL	text	conflict	attack	unspecified	8354-9068
IC001V8NY	IC001VBHL	text	conflict	coup	coup	1749-3032
IC001V8NY	IC001VBHL	text	conflict	coup	coup	3811-4941
IC001V8NY	IC001VBHL	text	conflict	coup	coup	409-1516
IC001V8NY	IC001VBHL	text	conflict	coup	coup	5880-7134
IC001V8NY	IC001VBHL	text	conflict	coup	coup	8354-9068
IC001V8NY	IC001VBHL	text	contact	mediastatement	broadcast	1749-3032
IC001V8NY	IC001VBHL	text	contact	mediastatement	broadcast	3811-4941
IC001V8NY	IC001VBHL	text	contact	mediastatement	broadcast	409-1516
IC001V8NY	IC001VBHL	text	contact	mediastatement	broadcast	5880-7134
IC001V8NY	IC001VBHL	text	contact	mediastatement	broadcast	8354-9068
IC001V8NY	IC001VBHL	text	contact	requestadvise	broadcast	1749-3032
IC001V8NY	IC001VBHL	text	contact	requestadvise	broadcast	3811-4941
IC001V8NY	IC001VBHL	text	contact	requestadvise	broadcast	409-1516
IC001V8NY	IC001VBHL	text	contact	requestadvise	broadcast	5880-7134
IC001V8NY	IC001VBHL	text	contact	requestadvise	broadcast	8354-9068
IC001V8NY	IC001VBHL	text	disaster	accidentcrash	accidentcrash	1749-3032
IC001V8NY	IC001VBHL	text	disaster	accidentcrash	accidentcrash	3811-4941
IC001V8NY	IC001VBHL	text	disaster	accidentcrash	accidentcrash	409-1516
IC001V8NY	IC001VBHL	text	disaster	accidentcrash	accidentcrash	5880-7134
IC001V8NY	IC001VBHL	text	disaster	accidentcrash	accidentcrash	8354-9068
IC001V8NY	IC001VBHL	text	fac	building	apartmentbuilding	1749-3032
IC001V8NY	IC001VBHL	text	fac	building	apartmentbuilding	3811-4941
IC001V8NY	IC001VBHL	text	fac	building	apartmentbuilding	409-1516
IC001V8NY	IC001VBHL	text	fac	building	apartmentbuilding	5880-7134
IC001V8NY	IC001VBHL	text	fac	building	apartmentbuilding	8354-9068
IC001V8NY	IC001VBHL	text	fac	building	officebuilding	1749-3032
IC001V8NY	IC001VBHL	text	fac	building	officebuilding	3811-4941
IC001V8NY	IC001VBHL	text	fac	building	officebuilding	409-1516
IC001V8NY	IC001VBHL	text	fac	building	officebuilding	5880-7134
IC001V8NY	IC001VBHL	text	fac	building	officebuilding	8354-9068
IC001V8NY	IC001VBHL	text	fac	building	unspecified	1749-3032
IC001V8NY	IC001VBHL	text	fac	building	unspecified	3811-4941
IC001V8NY	IC001VBHL	text	fac	building	unspecified	409-1516
IC001V8NY	IC001VBHL	text	fac	building	unspecified	5880-7134
IC001V8NY	IC001VBHL	text	fac	building	unspecified	8354-9068
IC001V8NY	IC001VBHL	text	fac	installation	airport	1749-3032
IC001V8NY	IC001VBHL	text	fac	installation	airport	3811-4941
IC001V8NY	IC001VBHL	text	fac	installation	airport	409-1516
IC001V8NY	IC001VBHL	text	fac	installation	airport	5880-7134
IC001V8NY	IC001VBHL	text	fac	installation	airport	8354-9068
IC001V8NY	IC001VBHL	text	fac	structure	unspecified	1749-3032
IC001V8NY	IC001VBHL	text	fac	structure	unspecified	3811-4941
IC001V8NY	IC001VBHL	text	fac	structure	unspecified	409-1516
IC001V8NY	IC001VBHL	text	fac	structure	unspecified	5880-7134
IC001V8NY	IC001VBHL	text	fac	structure	unspecified	8354-9068
IC001V8NY	IC001VBHL	text	fac	unspecified	unspecified	1749-3032
IC001V8NY	IC001VBHL	text	fac	unspecified	unspecified	3811-4941
IC001V8NY	IC001VBHL	text	fac	unspecified	unspecified	409-1516
IC001V8NY	IC001VBHL	text	fac	unspecified	unspecified	5880-7134
IC001V8NY	IC001VBHL	text	fac	unspecified	unspecified	8354-9068
IC001V8NY	IC001VBHL	text	fac	way	street	1749-3032
IC001V8NY	IC001VBHL	text	fac	way	street	3811-4941
IC001V8NY	IC001VBHL	text	fac	way	street	409-1516
IC001V8NY	IC001VBHL	text	fac	way	street	5880-7134
IC001V8NY	IC001VBHL	text	fac	way	street	8354-9068
IC001V8NY	IC001VBHL	text	generalaffiliation	memberoriginreligionethnicity	nationalitycitizen	1749-3032
IC001V8NY	IC001VBHL	text	generalaffiliation	memberoriginreligionethnicity	nationalitycitizen	3811-4941
IC001V8NY	IC001VBHL	text	generalaffiliation	memberoriginreligionethnicity	nationalitycitizen	409-1516
IC001V8NY	IC001VBHL	text	generalaffiliation	memberoriginreligionethnicity	nationalitycitizen	5880-7134
IC001V8NY	IC001VBHL	text	generalaffiliation	memberoriginreligionethnicity	nationalitycitizen	8354-9068
IC001V8NY	IC001VBHL	text	generalaffiliation	memberoriginreligionethnicity	unspecified	1749-3032
IC001V8NY	IC001VBHL	text	generalaffiliation	memberoriginreligionethnicity	unspecified	3811-4941
IC001V8NY	IC001VBHL	text	generalaffiliation	memberoriginreligionethnicity	unspecified	409-1516
IC001V8NY	IC001VBHL	text	generalaffiliation	memberoriginreligionethnicity	unspecified	5880-7134
IC001V8NY	IC001VBHL	text	generalaffiliation	memberoriginreligionethnicity	unspecified	8354-9068
IC001V8NY	IC001VBHL	text	generalaffiliation	sponsorship	adviseplanorganize	1749-3032
IC001V8NY	IC001VBHL	text	generalaffiliation	sponsorship	adviseplanorganize	3811-4941
IC001V8NY	IC001VBHL	text	generalaffiliation	sponsorship	adviseplanorganize	409-1516
IC001V8NY	IC001VBHL	text	generalaffiliation	sponsorship	adviseplanorganize	5880-7134
IC001V8NY	IC001VBHL	text	generalaffiliation	sponsorship	adviseplanorganize	8354-9068
IC001V8NY	IC001VBHL	text	generalaffiliation	sponsorship	helpsupport	1749-3032
IC001V8NY	IC001VBHL	text	generalaffiliation	sponsorship	helpsupport	3811-4941
IC001V8NY	IC001VBHL	text	generalaffiliation	sponsorship	helpsupport	409-1516
IC001V8NY	IC001VBHL	text	generalaffiliation	sponsorship	helpsupport	5880-7134
IC001V8NY	IC001VBHL	text	generalaffiliation	sponsorship	helpsupport	8354-9068
IC001V8NY	IC001VBHL	text	generalaffiliation	sponsorship	unspecified	1749-3032
IC001V8NY	IC001VBHL	text	generalaffiliation	sponsorship	unspecified	3811-4941
IC001V8NY	IC001VBHL	text	generalaffiliation	sponsorship	unspecified	409-1516
IC001V8NY	IC001VBHL	text	generalaffiliation	sponsorship	unspecified	5880-7134
IC001V8NY	IC001VBHL	text	generalaffiliation	sponsorship	unspecified	8354-9068
IC001V8NY	IC001VBHL	text	gpe	country	country	1749-3032
IC001V8NY	IC001VBHL	text	gpe	country	country	3811-4941
IC001V8NY	IC001VBHL	text	gpe	country	country	409-1516
IC001V8NY	IC001VBHL	text	gpe	country	country	5880-7134
IC001V8NY	IC001VBHL	text	gpe	country	country	8354-9068
IC001V8NY	IC001VBHL	text	gpe	provincestate	provincestate	1749-3032
IC001V8NY	IC001VBHL	text	gpe	provincestate	provincestate	3811-4941
IC001V8NY	IC001VBHL	text	gpe	provincestate	provincestate	409-1516
IC001V8NY	IC001VBHL	text	gpe	provincestate	provincestate	5880-7134
IC001V8NY	IC001VBHL	text	gpe	provincestate	provincestate	8354-9068
IC001V8NY	IC001VBHL	text	gpe	urbanarea	city	1749-3032
IC001V8NY	IC001VBHL	text	gpe	urbanarea	city	3811-4941
IC001V8NY	IC001VBHL	text	gpe	urbanarea	city	409-1516
IC001V8NY	IC001VBHL	text	gpe	urbanarea	city	5880-7134
IC001V8NY	IC001VBHL	text	gpe	urbanarea	city	8354-9068
IC001V8NY	IC001VBHL	text	justice	arrestjaildetain	arrestjaildetain	1749-3032
IC001V8NY	IC001VBHL	text	justice	arrestjaildetain	arrestjaildetain	3811-4941
IC001V8NY	IC001VBHL	text	justice	arrestjaildetain	arrestjaildetain	409-1516
IC001V8NY	IC001VBHL	text	justice	arrestjaildetain	arrestjaildetain	5880-7134
IC001V8NY	IC001VBHL	text	justice	arrestjaildetain	arrestjaildetain	8354-9068
IC001V8NY	IC001VBHL	text	justice	initiatejudicialprocess	chargeindict	1749-3032
IC001V8NY	IC001VBHL	text	justice	initiatejudicialprocess	chargeindict	3811-4941
IC001V8NY	IC001VBHL	text	justice	initiatejudicialprocess	chargeindict	409-1516
IC001V8NY	IC001VBHL	text	justice	initiatejudicialprocess	chargeindict	5880-7134
